Year,Principal_trading_partners,Value,Series
2012,Brazil,2849.0,"Goods, Receipts"
2012,Brazil,610.0,"Services, Receipts"
2012,China,23619.0,"G_S, Receipts"
2012,China,20367.0,"Goods, Receipts"
2012,China,3252.0,"Services, Receipts"
2012,European Union excluding the United Kingdom,31629.0,"G_S, Receipts"
2012,European Union excluding the United Kingdom,21523.0,"Goods, Receipts"
2012,European Union excluding the United Kingdom,10106.0,"Services, Receipts"
2012,France,6033.0,"G_S, Receipts"
2012,France,3577.0,"Goods, Receipts"
2012,France,2456.0,"Services, Receipts"
2012,Germany,5922.0,"G_S, Receipts"
2012,Germany,3888.0,"Goods, Receipts"
2012,Germany,2034.0,"Services, Receipts"
2012,Hong Kong,3711.0,"G_S, Receipts"
2012,Hong Kong,2554.0,"Goods, Receipts"
2012,Hong Kong,1157.0,"Services, Receipts"
2012,India,3424.0,"G_S, Receipts"
2012,India,2519.0,"Goods, Receipts"
2012,India,905.0,"Services, Receipts"
2012,Indonesia,1938.0,"G_S, Receipts"
2012,Indonesia,1746.0,"Goods, Receipts"
2012,Indonesia,192.0,"Services, Receipts"
2012,Italy,2198.0,"G_S, Receipts"
2012,Italy,1729.0,"Goods, Receipts"
2012,Italy,469.0,"Services, Receipts"
2012,Japan,12262.0,"G_S, Receipts"
2012,Japan,10799.0,"Goods, Receipts"
2012,Japan,1463.0,"Services, Receipts"
2012,Mexico,8021.0,"G_S, Receipts"
2012,Mexico,6920.0,"Goods, Receipts"
2012,Mexico,1101.0,"Services, Receipts"
2012,Netherlands,5768.0,"G_S, Receipts"
2012,Netherlands,4744.0,"Goods, Receipts"
2012,Netherlands,1024.0,"Services, Receipts"
2012,Norway,2922.0,"G_S, Receipts"
2012,Norway,2606.0,"Goods, Receipts"
2012,Norway,316.0,"Services, Receipts"
2012,Other European Union countries not elsewhere classified,7078.0,"G_S, Receipts"
2012,Other European Union countries not elsewhere classified,3990.0,"Goods, Receipts"
2012,Other European Union countries not elsewhere classified,3088.0,"Services, Receipts"
2012,Other countries not elsewhere classified,29168.0,"G_S, Receipts"
2012,Other countries not elsewhere classified,18166.0,"Goods, Receipts"
2012,Other countries not elsewhere classified,11002.0,"Services, Receipts"
2012,Russian Federation,2179.0,"G_S, Receipts"
2012,Russian Federation,1829.0,"Goods, Receipts"
2012,Russian Federation,350.0,"Services, Receipts"
2012,Saudi Arabia,2044.0,"G_S, Receipts"
2012,Saudi Arabia,1675.0,"Goods, Receipts"
2012,Saudi Arabia,369.0,"Services, Receipts"
2012,Singapore,1766.0,"G_S, Receipts"
2012,Singapore,983.0,"Goods, Receipts"
2012,Singapore,783.0,"Services, Receipts"
2012,South Korea,5073.0,"G_S, Receipts"
2012,South Korea,3963.0,"Goods, Receipts"
2012,South Korea,1110.0,"Services, Receipts"
2012,Spain,1353.0,"G_S, Receipts"
2012,Spain,1088.0,"Goods, Receipts"
2012,Spain,265.0,"Services, Receipts"
2012,Switzerland,2417.0,"G_S, Receipts"
2012,Switzerland,779.0,"Goods, Receipts"
2012,Switzerland,1638.0,"Services, Receipts"
2012,Taiwan,1933.0,"G_S, Receipts"
2012,Taiwan,1550.0,"Goods, Receipts"
2012,Taiwan,383.0,"Services, Receipts"
2012,Total of all countries,554612.0,"G_S, Receipts"
2012,Total of all countries,462639.0,"Goods, Receipts"
2012,Total of all countries,91973.0,"Services, Receipts"
2012,Turkey,1057.0,"G_S, Receipts"
2012,Turkey,889.0,"Goods, Receipts"
2012,Turkey,168.0,"Services, Receipts"
2012,United Kingdom,24674.0,"G_S, Receipts"
2012,United Kingdom,19881.0,"Goods, Receipts"
2012,United Kingdom,4793.0,"Services, Receipts"
2012,United States,388168.0,"G_S, Receipts"
2012,United States,337444.0,"Goods, Receipts"
2012,United States,50724.0,"Services, Receipts"
2013,Australia,3211.0,"G_S, Receipts"
2013,Australia,1706.0,"Goods, Receipts"
2013,Australia,1505.0,"Services, Receipts"
2013,Belgium,3445.0,"G_S, Receipts"
2013,Belgium,2615.0,"Goods, Receipts"
2013,Belgium,830.0,"Services, Receipts"
2013,Brazil,3255.0,"G_S, Receipts"
2013,Brazil,2590.0,"Goods, Receipts"
2013,Brazil,665.0,"Services, Receipts"
2013,China,26116.0,"G_S, Receipts"
2013,China,22032.0,"Goods, Receipts"
2013,China,4084.0,"Services, Receipts"
2013,European Union excluding the United Kingdom,32070.0,"G_S, Receipts"
2013,European Union excluding the United Kingdom,21184.0,"Goods, Receipts"
2013,European Union excluding the United Kingdom,10886.0,"Services, Receipts"
2013,France,6111.0,"G_S, Receipts"
2013,France,3519.0,"Goods, Receipts"
2013,France,2592.0,"Services, Receipts"
2013,Germany,6455.0,"G_S, Receipts"
2013,Germany,4075.0,"Goods, Receipts"
2013,Germany,2380.0,"Services, Receipts"
2013,Hong Kong,5798.0,"G_S, Receipts"
2013,Hong Kong,4551.0,"Goods, Receipts"
2013,Hong Kong,1247.0,"Services, Receipts"
2013,India,4091.0,"G_S, Receipts"
2013,India,2965.0,"Goods, Receipts"
2013,India,1126.0,"Services, Receipts"
2013,Indonesia,2171.0,"G_S, Receipts"
2013,Indonesia,1990.0,"Goods, Receipts"
2013,Indonesia,181.0,"Services, Receipts"
2013,Italy,2632.0,"G_S, Receipts"
2013,Italy,2172.0,"Goods, Receipts"
2013,Italy,460.0,"Services, Receipts"
2013,Japan,12341.0,"G_S, Receipts"
2013,Japan,10910.0,"Goods, Receipts"
2013,Japan,1431.0,"Services, Receipts"
2013,Mexico,7688.0,"G_S, Receipts"
2013,Mexico,6637.0,"Goods, Receipts"
2013,Mexico,1051.0,"Services, Receipts"
2013,Netherlands,4808.0,"G_S, Receipts"
2013,Netherlands,3722.0,"Goods, Receipts"
2013,Netherlands,1086.0,"Services, Receipts"
2013,Norway,2496.0,"G_S, Receipts"
2013,Norway,2202.0,"Goods, Receipts"
2013,Norway,294.0,"Services, Receipts"
2013,Other European Union countries not elsewhere classified,7223.0,"G_S, Receipts"
2013,Other European Union countries not elsewhere classified,3971.0,"Goods, Receipts"
2013,Other European Union countries not elsewhere classified,3252.0,"Services, Receipts"
2013,Other countries not elsewhere classified,28383.0,"G_S, Receipts"
2013,Other countries not elsewhere classified,17832.0,"Goods, Receipts"
2013,Other countries not elsewhere classified,10551.0,"Services, Receipts"
2013,Russian Federation,1829.0,"G_S, Receipts"
2013,Russian Federation,1495.0,"Goods, Receipts"
2013,Russian Federation,334.0,"Services, Receipts"
2013,Saudi Arabia,1601.0,"G_S, Receipts"
2013,Saudi Arabia,1132.0,"Goods, Receipts"
2013,Saudi Arabia,469.0,"Services, Receipts"
2013,Singapore,1774.0,"G_S, Receipts"
2013,Singapore,1012.0,"Goods, Receipts"
2013,Singapore,762.0,"Services, Receipts"
2013,South Korea,4752.0,"G_S, Receipts"
2013,South Korea,3664.0,"Goods, Receipts"
2013,South Korea,1088.0,"Services, Receipts"
2013,Spain,1394.0,"G_S, Receipts"
2013,Spain,1108.0,"Goods, Receipts"
2013,Spain,286.0,"Services, Receipts"
2013,Switzerland,3888.0,"G_S, Receipts"
2013,Switzerland,1742.0,"Goods, Receipts"
2013,Switzerland,2146.0,"Services, Receipts"
2013,Taiwan,2071.0,"G_S, Receipts"
2013,Taiwan,1605.0,"Goods, Receipts"
2013,Taiwan,466.0,"Services, Receipts"
2013,Total of all countries,576989.0,"G_S, Receipts"
2013,Total of all countries,480518.0,"Goods, Receipts"
2013,Total of all countries,96471.0,"Services, Receipts"
2013,Turkey,1043.0,"G_S, Receipts"
2013,Turkey,905.0,"Goods, Receipts"
2013,Turkey,138.0,"Services, Receipts"
2013,United Kingdom,20152.0,"G_S, Receipts"
2013,United Kingdom,14839.0,"Goods, Receipts"
2013,United Kingdom,5313.0,"Services, Receipts"
2013,United States,411064.0,"G_S, Receipts"
2013,United States,358329.0,"Goods, Receipts"
2013,United States,52735.0,"Services, Receipts"
2014,Australia,3607.0,"G_S, Receipts"
2014,Australia,1794.0,"Goods, Receipts"
2014,Australia,1813.0,"Services, Receipts"
2014,Belgium,4523.0,"G_S, Receipts"
2014,Belgium,3644.0,"Goods, Receipts"
2014,Belgium,879.0,"Services, Receipts"
2014,Brazil,2952.0,"G_S, Receipts"
2014,Brazil,2257.0,"Goods, Receipts"
2014,Brazil,695.0,"Services, Receipts"
2014,China,25239.0,"G_S, Receipts"
2014,China,20466.0,"Goods, Receipts"
2014,China,4773.0,"Services, Receipts"
2014,European Union excluding the United Kingdom,35951.0,"G_S, Receipts"
2014,European Union excluding the United Kingdom,24619.0,"Goods, Receipts"
2014,European Union excluding the United Kingdom,11332.0,"Services, Receipts"
2014,France,6450.0,"G_S, Receipts"
2014,France,3465.0,"Goods, Receipts"
2014,France,2985.0,"Services, Receipts"
2014,Germany,5802.0,"G_S, Receipts"
2014,Germany,3417.0,"Goods, Receipts"
2014,Germany,2385.0,"Services, Receipts"
2014,Hong Kong,5927.0,"G_S, Receipts"
2014,Hong Kong,4623.0,"Goods, Receipts"
2014,Hong Kong,1304.0,"Services, Receipts"
2014,India,4541.0,"G_S, Receipts"
2014,India,3376.0,"Goods, Receipts"
2014,India,1165.0,"Services, Receipts"
2014,Indonesia,2241.0,"G_S, Receipts"
2014,Indonesia,2069.0,"Goods, Receipts"
2014,Indonesia,172.0,"Services, Receipts"
2014,Italy,4686.0,"G_S, Receipts"
2014,Italy,4262.0,"Goods, Receipts"
2014,Italy,424.0,"Services, Receipts"
2014,Japan,12685.0,"G_S, Receipts"
2014,Japan,11050.0,"Goods, Receipts"
2014,Japan,1635.0,"Services, Receipts"
2014,Mexico,7823.0,"G_S, Receipts"
2014,Mexico,6743.0,"Goods, Receipts"
2014,Mexico,1080.0,"Services, Receipts"
2014,Netherlands,5094.0,"G_S, Receipts"
2014,Netherlands,4003.0,"Goods, Receipts"
2014,Netherlands,1091.0,"Services, Receipts"
2014,Norway,2606.0,"G_S, Receipts"
2014,Norway,2342.0,"Goods, Receipts"
2014,Norway,264.0,"Services, Receipts"
2014,Other European Union countries not elsewhere classified,7905.0,"G_S, Receipts"
2014,Other European Union countries not elsewhere classified,4685.0,"Goods, Receipts"
2014,Other European Union countries not elsewhere classified,3220.0,"Services, Receipts"
2014,Other countries not elsewhere classified,30028.0,"G_S, Receipts"
2014,Other countries not elsewhere classified,18967.0,"Goods, Receipts"
2014,Other countries not elsewhere classified,11061.0,"Services, Receipts"
2014,Russian Federation,1615.0,"G_S, Receipts"
2014,Russian Federation,1318.0,"Goods, Receipts"
2014,Russian Federation,297.0,"Services, Receipts"
2014,Saudi Arabia,2003.0,"G_S, Receipts"
2014,Saudi Arabia,1453.0,"Goods, Receipts"
2014,Saudi Arabia,550.0,"Services, Receipts"
2014,Singapore,1989.0,"G_S, Receipts"
2014,Singapore,1273.0,"Goods, Receipts"
2014,Singapore,716.0,"Services, Receipts"
2014,South Korea,5442.0,"G_S, Receipts"
2014,South Korea,4338.0,"Goods, Receipts"
2014,South Korea,1104.0,"Services, Receipts"
2014,Spain,1493.0,"G_S, Receipts"
2014,Spain,1143.0,"Goods, Receipts"
2014,Spain,350.0,"Services, Receipts"
2014,Switzerland,3743.0,"G_S, Receipts"
2014,Switzerland,1675.0,"Goods, Receipts"
2014,Switzerland,2068.0,"Services, Receipts"
2014,Taiwan,1964.0,"G_S, Receipts"
2014,Taiwan,1476.0,"Goods, Receipts"
2014,Taiwan,488.0,"Services, Receipts"
2014,Total of all countries,633112.0,"G_S, Receipts"
2014,Total of all countries,530628.0,"Goods, Receipts"
2014,Total of all countries,102484.0,"Services, Receipts"
2014,Turkey,1264.0,"G_S, Receipts"
2014,Turkey,1122.0,"Goods, Receipts"
2014,Turkey,142.0,"Services, Receipts"
2014,United Kingdom,22271.0,"G_S, Receipts"
2014,United Kingdom,15879.0,"Goods, Receipts"
2014,United Kingdom,6392.0,"Services, Receipts"
2014,United States,457675.0,"G_S, Receipts"
2014,United States,402242.0,"Goods, Receipts"
2014,United States,55433.0,"Services, Receipts"
2015,Australia,3648.0,"G_S, Receipts"
2015,Australia,1906.0,"Goods, Receipts"
2015,Australia,1742.0,"Services, Receipts"
2015,Belgium,4112.0,"G_S, Receipts"
2015,Belgium,3177.0,"Goods, Receipts"
2015,Belgium,935.0,"Services, Receipts"
2015,Brazil,3001.0,"G_S, Receipts"
2015,Brazil,2241.0,"Goods, Receipts"
2015,Brazil,760.0,"Services, Receipts"
2015,China,26763.0,"G_S, Receipts"
2015,China,21419.0,"Goods, Receipts"
2015,China,5344.0,"Services, Receipts"
2015,European Union excluding the United Kingdom,34152.0,"G_S, Receipts"
2015,European Union excluding the United Kingdom,22750.0,"Goods, Receipts"
2015,European Union excluding the United Kingdom,11402.0,"Services, Receipts"
2015,France,6277.0,"G_S, Receipts"
2015,France,3243.0,"Goods, Receipts"
2015,France,3034.0,"Services, Receipts"
2015,Germany,5962.0,"G_S, Receipts"
2015,Germany,3888.0,"Goods, Receipts"
2015,Germany,2074.0,"Services, Receipts"
2015,Hong Kong,5414.0,"G_S, Receipts"
2015,Hong Kong,4025.0,"Goods, Receipts"
2015,Hong Kong,1389.0,"Services, Receipts"
2015,India,5772.0,"G_S, Receipts"
2015,India,4466.0,"Goods, Receipts"
2015,India,1306.0,"Services, Receipts"
2015,Indonesia,1966.0,"G_S, Receipts"
2015,Indonesia,1777.0,"Goods, Receipts"
2015,Indonesia,189.0,"Services, Receipts"
2015,Italy,2825.0,"G_S, Receipts"
2015,Italy,2364.0,"Goods, Receipts"
2015,Italy,461.0,"Services, Receipts"
2015,Japan,12038.0,"G_S, Receipts"
2015,Japan,10131.0,"Goods, Receipts"
2015,Japan,1907.0,"Services, Receipts"
2015,Mexico,9007.0,"G_S, Receipts"
2015,Mexico,7829.0,"Goods, Receipts"
2015,Mexico,1178.0,"Services, Receipts"
2015,Netherlands,4869.0,"G_S, Receipts"
2015,Netherlands,3703.0,"Goods, Receipts"
2015,Netherlands,1166.0,"Services, Receipts"
2015,Norway,2238.0,"G_S, Receipts"
2015,Norway,1935.0,"Goods, Receipts"
2015,Norway,303.0,"Services, Receipts"
2015,Other European Union countries not elsewhere classified,8627.0,"G_S, Receipts"
2015,Other European Union countries not elsewhere classified,5259.0,"Goods, Receipts"
2015,Other European Union countries not elsewhere classified,3368.0,"Services, Receipts"
2015,Other countries not elsewhere classified,31410.0,"G_S, Receipts"
2015,Other countries not elsewhere classified,19622.0,"Goods, Receipts"
2015,Other countries not elsewhere classified,11788.0,"Services, Receipts"
2015,Russian Federation,926.0,"G_S, Receipts"
2015,Russian Federation,638.0,"Goods, Receipts"
2015,Russian Federation,288.0,"Services, Receipts"
2015,Saudi Arabia,1882.0,"G_S, Receipts"
2015,Saudi Arabia,1276.0,"Goods, Receipts"
2015,Saudi Arabia,606.0,"Services, Receipts"
2015,Singapore,2254.0,"G_S, Receipts"
2015,Singapore,1579.0,"Goods, Receipts"
2015,Singapore,675.0,"Services, Receipts"
2015,South Korea,5276.0,"G_S, Receipts"
2015,South Korea,4205.0,"Goods, Receipts"
2015,South Korea,1071.0,"Services, Receipts"
2015,Spain,1479.0,"G_S, Receipts"
2015,Spain,1115.0,"Goods, Receipts"
2015,Spain,364.0,"Services, Receipts"
2015,Switzerland,3447.0,"G_S, Receipts"
2015,Switzerland,1226.0,"Goods, Receipts"
2015,Switzerland,2221.0,"Services, Receipts"
2015,Taiwan,2025.0,"G_S, Receipts"
2015,Taiwan,1544.0,"Goods, Receipts"
2015,Taiwan,481.0,"Services, Receipts"
2015,Total of all countries,633955.0,"G_S, Receipts"
2015,Total of all countries,525314.0,"Goods, Receipts"
2015,Total of all countries,108641.0,"Services, Receipts"
2015,Turkey,1311.0,"G_S, Receipts"
2015,Turkey,1149.0,"Goods, Receipts"
2015,Turkey,162.0,"Services, Receipts"
2015,United Kingdom,22708.0,"G_S, Receipts"
2015,United Kingdom,16514.0,"Goods, Receipts"
2015,United Kingdom,6194.0,"Services, Receipts"
2015,United States,457080.0,"G_S, Receipts"
2015,United States,397447.0,"Goods, Receipts"
2015,United States,59633.0,"Services, Receipts"
2016,Australia,3709.0,"G_S, Receipts"
2016,Australia,1933.0,"Goods, Receipts"
2016,Australia,1776.0,"Services, Receipts"
2016,Belgium,4611.0,"G_S, Receipts"
2016,Belgium,3305.0,"Goods, Receipts"
2016,Belgium,1306.0,"Services, Receipts"
2016,Brazil,2769.0,"G_S, Receipts"
2016,Brazil,2060.0,"Goods, Receipts"
2016,Brazil,709.0,"Services, Receipts"
2016,China,28663.0,"G_S, Receipts"
2016,China,22346.0,"Goods, Receipts"
2016,China,6317.0,"Services, Receipts"
2016,European Union excluding the United Kingdom,37098.0,"G_S, Receipts"
2016,European Union excluding the United Kingdom,23993.0,"Goods, Receipts"
2016,European Union excluding the United Kingdom,13105.0,"Services, Receipts"
2016,France,6994.0,"G_S, Receipts"
2016,France,3519.0,"Goods, Receipts"
2016,France,3475.0,"Services, Receipts"
2016,Germany,6779.0,"G_S, Receipts"
2016,Germany,4429.0,"Goods, Receipts"
2016,Germany,2350.0,"Services, Receipts"
2016,Hong Kong,4084.0,"G_S, Receipts"
2016,Hong Kong,2378.0,"Goods, Receipts"
2016,Hong Kong,1706.0,"Services, Receipts"
2016,India,5730.0,"G_S, Receipts"
2016,India,4061.0,"Goods, Receipts"
2016,India,1669.0,"Services, Receipts"
2016,Indonesia,1619.0,"G_S, Receipts"
2016,Indonesia,1446.0,"Goods, Receipts"
2016,Indonesia,173.0,"Services, Receipts"
2016,Italy,3003.0,"G_S, Receipts"
2016,Italy,2501.0,"Goods, Receipts"
2016,Italy,502.0,"Services, Receipts"
2016,Japan,12815.0,"G_S, Receipts"
2016,Japan,11037.0,"Goods, Receipts"
2016,Japan,1778.0,"Services, Receipts"
2016,Mexico,10141.0,"G_S, Receipts"
2016,Mexico,8896.0,"Goods, Receipts"
2016,Mexico,1245.0,"Services, Receipts"
2016,Netherlands,4305.0,"G_S, Receipts"
2016,Netherlands,2948.0,"Goods, Receipts"
2016,Netherlands,1357.0,"Services, Receipts"
2016,Norway,1954.0,"G_S, Receipts"
2016,Norway,1585.0,"Goods, Receipts"
2016,Norway,369.0,"Services, Receipts"
2016,Other European Union countries not elsewhere classified,9141.0,"G_S, Receipts"
2016,Other European Union countries not elsewhere classified,5396.0,"Goods, Receipts"
2016,Other European Union countries not elsewhere classified,3745.0,"Services, Receipts"
2016,Other countries not elsewhere classified,29180.0,"G_S, Receipts"
2016,Other countries not elsewhere classified,18048.0,"Goods, Receipts"
2016,Other countries not elsewhere classified,11132.0,"Services, Receipts"
2016,Russian Federation,907.0,"G_S, Receipts"
2016,Russian Federation,634.0,"Goods, Receipts"
2016,Russian Federation,273.0,"Services, Receipts"
2016,Saudi Arabia,1939.0,"G_S, Receipts"
2016,Saudi Arabia,1369.0,"Goods, Receipts"
2016,Saudi Arabia,570.0,"Services, Receipts"
2016,Singapore,2059.0,"G_S, Receipts"
2016,Singapore,1326.0,"Goods, Receipts"
2016,Singapore,733.0,"Services, Receipts"
2016,South Korea,5898.0,"G_S, Receipts"
2016,South Korea,4634.0,"Goods, Receipts"
2016,South Korea,1264.0,"Services, Receipts"
2016,Spain,2262.0,"G_S, Receipts"
2016,Spain,1893.0,"Goods, Receipts"
2016,Spain,369.0,"Services, Receipts"
2016,Switzerland,3132.0,"G_S, Receipts"
2016,Switzerland,1382.0,"Goods, Receipts"
2016,Switzerland,1750.0,"Services, Receipts"
2016,Taiwan,2199.0,"G_S, Receipts"
2016,Taiwan,1673.0,"Goods, Receipts"
2016,Taiwan,526.0,"Services, Receipts"
2016,Total of all countries,638095.0,"G_S, Receipts"
2016,Total of all countries,522302.0,"Goods, Receipts"
2016,Total of all countries,115793.0,"Services, Receipts"
2016,Turkey,1383.0,"G_S, Receipts"
2016,Turkey,1205.0,"Goods, Receipts"
2016,Turkey,178.0,"Services, Receipts"
2016,United Kingdom,24654.0,"G_S, Receipts"
2016,United Kingdom,17971.0,"Goods, Receipts"
2016,United Kingdom,6683.0,"Services, Receipts"
2016,United States,456670.0,"G_S, Receipts"
2016,United States,392835.0,"Goods, Receipts"
2016,United States,63835.0,"Services, Receipts"
2017,Australia,3890.0,"G_S, Receipts"
2017,Australia,2019.0,"Goods, Receipts"
2017,Australia,1871.0,"Services, Receipts"
2017,Belgium,4594.0,"G_S, Receipts"
2017,Belgium,3640.0,"Goods, Receipts"
2017,Belgium,954.0,"Services, Receipts"
2017,Brazil,2668.0,"G_S, Receipts"
2017,Brazil,1770.0,"Goods, Receipts"
2017,Brazil,898.0,"Services, Receipts"
2017,China,31899.0,"G_S, Receipts"
2017,China,24992.0,"Goods, Receipts"
2017,China,6907.0,"Services, Receipts"
2017,European Union excluding the United Kingdom,38344.0,"G_S, Receipts"
2017,European Union excluding the United Kingdom,25067.0,"Goods, Receipts"
2017,European Union excluding the United Kingdom,13277.0,"Services, Receipts"
2017,France,7066.0,"G_S, Receipts"
2017,France,3582.0,"Goods, Receipts"
2017,France,3484.0,"Services, Receipts"
2017,Germany,6917.0,"G_S, Receipts"
2017,Germany,4437.0,"Goods, Receipts"
2017,Germany,2480.0,"Services, Receipts"
2017,Hong Kong,3883.0,"G_S, Receipts"
2017,Hong Kong,2309.0,"Goods, Receipts"
2017,Hong Kong,1574.0,"Services, Receipts"
2017,India,6654.0,"G_S, Receipts"
2017,India,4463.0,"Goods, Receipts"
2017,India,2191.0,"Services, Receipts"
2017,Indonesia,1977.0,"G_S, Receipts"
2017,Indonesia,1773.0,"Goods, Receipts"
2017,Indonesia,204.0,"Services, Receipts"
2017,Italy,2905.0,"G_S, Receipts"
2017,Italy,2372.0,"Goods, Receipts"
2017,Italy,533.0,"Services, Receipts"
2017,Japan,14036.0,"G_S, Receipts"
2017,Japan,12237.0,"Goods, Receipts"
2017,Japan,1799.0,"Services, Receipts"
2017,Mexico,10645.0,"G_S, Receipts"
2017,Mexico,9182.0,"Goods, Receipts"
2017,Mexico,1463.0,"Services, Receipts"
2017,Netherlands,4663.0,"G_S, Receipts"
2017,Netherlands,3309.0,"Goods, Receipts"
2017,Netherlands,1354.0,"Services, Receipts"
2017,Norway,2305.0,"G_S, Receipts"
2017,Norway,2040.0,"Goods, Receipts"
2017,Norway,265.0,"Services, Receipts"
2017,Other European Union countries not elsewhere classified,10055.0,"G_S, Receipts"
2017,Other European Union countries not elsewhere classified,5993.0,"Goods, Receipts"
2017,Other European Union countries not elsewhere classified,4062.0,"Services, Receipts"
2017,Other countries not elsewhere classified,31411.0,"G_S, Receipts"
2017,Other countries not elsewhere classified,18840.0,"Goods, Receipts"
2017,Other countries not elsewhere classified,12571.0,"Services, Receipts"
2017,Russian Federation,963.0,"G_S, Receipts"
2017,Russian Federation,697.0,"Goods, Receipts"
2017,Russian Federation,266.0,"Services, Receipts"
2017,Saudi Arabia,2099.0,"G_S, Receipts"
2017,Saudi Arabia,1555.0,"Goods, Receipts"
2017,Saudi Arabia,544.0,"Services, Receipts"
2017,Singapore,2133.0,"G_S, Receipts"
2017,Singapore,1391.0,"Goods, Receipts"
2017,Singapore,742.0,"Services, Receipts"
2017,South Korea,7074.0,"G_S, Receipts"
2017,South Korea,5605.0,"Goods, Receipts"
2017,South Korea,1469.0,"Services, Receipts"
2017,Spain,2145.0,"G_S, Receipts"
2017,Spain,1735.0,"Goods, Receipts"
2017,Spain,410.0,"Services, Receipts"
2017,Switzerland,3982.0,"G_S, Receipts"
2017,Switzerland,2167.0,"Goods, Receipts"
2017,Switzerland,1815.0,"Services, Receipts"
2017,Taiwan,2383.0,"G_S, Receipts"
2017,Taiwan,1794.0,"Goods, Receipts"
2017,Taiwan,589.0,"Services, Receipts"
2017,Total of all countries,673326.0,"G_S, Receipts"
2017,Total of all countries,550526.0,"Goods, Receipts"
2017,Total of all countries,122800.0,"Services, Receipts"
2017,Turkey,1497.0,"G_S, Receipts"
2017,Turkey,1310.0,"Goods, Receipts"
2017,Turkey,187.0,"Services, Receipts"
2017,United Kingdom,25168.0,"G_S, Receipts"
2017,United Kingdom,18753.0,"Goods, Receipts"
2017,United Kingdom,6415.0,"Services, Receipts"
2017,United States,478817.0,"G_S, Receipts"
2017,United States,411064.0,"Goods, Receipts"
2017,United States,67753.0,"Services, Receipts"
2018,Australia,3896.0,"G_S, Receipts"
2018,Australia,2016.0,"Goods, Receipts"
2018,Australia,1880.0,"Services, Receipts"
2018,Belgium,5138.0,"G_S, Receipts"
2018,Belgium,3886.0,"Goods, Receipts"
2018,Belgium,1252.0,"Services, Receipts"
2018,Brazil,3248.0,"G_S, Receipts"
2018,Brazil,2238.0,"Goods, Receipts"
2018,Brazil,1010.0,"Services, Receipts"
2018,China,36566.0,"G_S, Receipts"
2018,China,28864.0,"Goods, Receipts"
2018,China,7702.0,"Services, Receipts"
2018,European Union excluding the United Kingdom,45314.0,"G_S, Receipts"
2018,European Union excluding the United Kingdom,29277.0,"Goods, Receipts"
2018,European Union excluding the United Kingdom,16037.0,"Services, Receipts"
2018,France,7717.0,"G_S, Receipts"
2018,France,3504.0,"Goods, Receipts"
2018,France,4213.0,"Services, Receipts"
2018,Germany,8395.0,"G_S, Receipts"
2018,Germany,5139.0,"Goods, Receipts"
2018,Germany,3256.0,"Services, Receipts"
2018,Hong Kong,5899.0,"G_S, Receipts"
2018,Hong Kong,4035.0,"Goods, Receipts"
2018,Hong Kong,1864.0,"Services, Receipts"
2018,India,8118.0,"G_S, Receipts"
2018,India,4393.0,"Goods, Receipts"
2018,India,3725.0,"Services, Receipts"
2018,Indonesia,2368.0,"G_S, Receipts"
2018,Indonesia,2181.0,"Goods, Receipts"
2018,Indonesia,187.0,"Services, Receipts"
2018,Italy,3870.0,"G_S, Receipts"
2018,Italy,3205.0,"Goods, Receipts"
2018,Italy,665.0,"Services, Receipts"
2018,Japan,15029.0,"G_S, Receipts"
2018,Japan,13176.0,"Goods, Receipts"
2018,Japan,1853.0,"Services, Receipts"
2018,Mexico,11184.0,"G_S, Receipts"
2018,Mexico,9286.0,"Goods, Receipts"
2018,Mexico,1898.0,"Services, Receipts"
2018,Netherlands,6402.0,"G_S, Receipts"
2018,Netherlands,4895.0,"Goods, Receipts"
2018,Netherlands,1507.0,"Services, Receipts"
2018,Norway,2762.0,"G_S, Receipts"
2018,Norway,2454.0,"Goods, Receipts"
2018,Norway,308.0,"Services, Receipts"
2018,Other European Union countries not elsewhere classified,11196.0,"G_S, Receipts"
2018,Other European Union countries not elsewhere classified,6517.0,"Goods, Receipts"
2018,Other European Union countries not elsewhere classified,4679.0,"Services, Receipts"
2018,Other countries not elsewhere classified,33199.0,"G_S, Receipts"
2018,Other countries not elsewhere classified,20264.0,"Goods, Receipts"
2018,Other countries not elsewhere classified,12935.0,"Services, Receipts"
2018,Russian Federation,895.0,"G_S, Receipts"
2018,Russian Federation,587.0,"Goods, Receipts"
2018,Russian Federation,308.0,"Services, Receipts"
2018,Saudi Arabia,2342.0,"G_S, Receipts"
2018,Saudi Arabia,1943.0,"Goods, Receipts"
2018,Saudi Arabia,399.0,"Services, Receipts"
2018,Singapore,2161.0,"G_S, Receipts"
2018,Singapore,1223.0,"Goods, Receipts"
2018,Singapore,938.0,"Services, Receipts"
2018,South Korea,7327.0,"G_S, Receipts"
2018,South Korea,6056.0,"Goods, Receipts"
2018,South Korea,1271.0,"Services, Receipts"
2018,Spain,2595.0,"G_S, Receipts"
2018,Spain,2129.0,"Goods, Receipts"
2018,Spain,466.0,"Services, Receipts"
2018,Switzerland,3819.0,"G_S, Receipts"
2018,Switzerland,1921.0,"Goods, Receipts"
2018,Switzerland,1898.0,"Services, Receipts"
2018,Taiwan,2701.0,"G_S, Receipts"
2018,Taiwan,2073.0,"Goods, Receipts"
2018,Taiwan,628.0,"Services, Receipts"
2018,Total of all countries,722690.0,"G_S, Receipts"
