iso,country,subject_descriptor,units,scale,2015,2016,2017,2018,2019,2020,2021,2022,2023,estimates_after
GRC,Greece,"Gross domestic product, constant prices",Percent change,,-0.412,-0.489,1.28,1.559,1.857,-8.248,6.494,4.607,2.634,2020
GRC,Greece,"Gross domestic product, current prices",U.S. dollars,Billions,195.416,192.81,200.055,212.346,205.349,189.259,211.645,224.894,236.236,2020
GRC,Greece,"Gross domestic product per capita, current prices",U.S. dollars,Units,"17,997.40","17,879.71","18,578.29","19,769.33","19,147.46","17,657.10","19,827.16","21,155.31","22,314.03",2020
GRC,Greece,"Inflation, average consumer prices",Percent change,,-1.094,0.013,1.138,0.774,0.517,-1.262,-0.114,0.367,1.075,2020
GRC,Greece,Unemployment rate,Percent of total labor force,,24.9,23.55,21.45,19.3,17.325,16.4,15.839,14.646,13.132,2020
GRC,Greece,Population,Persons,Millions,10.858,10.784,10.768,10.741,10.725,10.719,10.674,10.631,10.587,2020
GRD,Grenada,"Gross domestic product, constant prices",Percent change,,6.445,3.74,4.439,4.361,0.677,-13.058,2.679,6.169,5.771,2019
GRD,Grenada,"Gross domestic product, current prices",U.S. dollars,Billions,0.997,1.062,1.126,1.167,1.188,1.027,1.083,1.16,1.245,2019
GRD,Grenada,"Gross domestic product per capita, current prices",U.S. dollars,Units,"9,096.54","9,628.26","10,152.83","10,466.81","10,608.38","9,130.37","9,575.34","10,194.01","10,878.13",2019
GRD,Grenada,"Inflation, average consumer prices",Percent change,,-0.584,1.716,0.911,0.805,0.599,-0.742,2.513,0.629,1.248,2020
GRD,Grenada,Unemployment rate,Percent of total labor force,,,,,,,,,,,
GRD,Grenada,Population,Persons,Millions,0.11,0.11,0.111,0.111,0.112,0.113,0.113,0.114,0.114,2020
GTM,Guatemala,"Gross domestic product, constant prices",Percent change,,4.092,2.678,3.08,3.322,3.867,-1.519,5.5,4.501,3.75,2020
GTM,Guatemala,"Gross domestic product, current prices",U.S. dollars,Billions,62.18,66.034,71.624,73.212,77.004,77.603,83.305,89.214,94.084,2020
GTM,Guatemala,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,825.88","3,982.02","4,233.01","4,240.55","4,371.27","4,317.45","4,542.25","4,767.44","4,927.43",2020
GTM,Guatemala,"Inflation, average consumer prices",Percent change,,2.389,4.448,4.425,3.752,3.7,3.214,4.759,4.467,4.317,2020
GTM,Guatemala,Unemployment rate,Percent of total labor force,,,,,,,,,,,
GTM,Guatemala,Population,Persons,Millions,16.252,16.583,16.92,17.265,17.616,17.974,18.34,18.713,19.094,2020
GIN,Guinea,"Gross domestic product, constant prices",Percent change,,3.822,10.821,10.304,6.358,5.646,7.087,5.173,6.289,5.886,2018
GIN,Guinea,"Gross domestic product, current prices",U.S. dollars,Billions,8.79,8.604,10.325,11.857,13.514,15.388,16.724,18.223,19.546,2018
GIN,Guinea,"Gross domestic product per capita, current prices",U.S. dollars,Units,712.049,679.964,796.038,891.887,991.735,"1,101.71","1,168.18","1,241.83","1,299.51",2014
GIN,Guinea,"Inflation, average consumer prices",Percent change,,8.151,8.174,8.914,9.826,9.471,10.602,11.6,9.9,8,2020
GIN,Guinea,Unemployment rate,Percent of total labor force,,,,,,,,,,,
GIN,Guinea,Population,Persons,Millions,12.345,12.654,12.97,13.294,13.627,13.967,14.317,14.674,15.041,2014
GNB,Guinea-Bissau,"Gross domestic product, constant prices",Percent change,,6.134,5.307,4.789,3.358,4.5,-1.4,3.3,4,5,2017
GNB,Guinea-Bissau,"Gross domestic product, current prices",U.S. dollars,Billions,1.153,1.245,1.469,1.506,1.44,1.434,1.592,1.721,1.884,2017
GNB,Guinea-Bissau,"Gross domestic product per capita, current prices",U.S. dollars,Units,707.897,748.089,864.141,866.451,810.558,789.856,858.04,907.339,972.935,2017
GNB,Guinea-Bissau,"Inflation, average consumer prices",Percent change,,1.481,2.707,-0.186,0.381,0.286,1.463,1.904,2,2,2020
GNB,Guinea-Bissau,Unemployment rate,Percent of total labor force,,,,,,,,,,,
GNB,Guinea-Bissau,Population,Persons,Millions,1.628,1.664,1.7,1.738,1.776,1.815,1.855,1.896,1.937,2017
GUY,Guyana,"Gross domestic product, constant prices",Percent change,,0.687,3.807,3.734,4.441,5.353,43.48,20.409,48.709,32.081,2020
GUY,Guyana,"Gross domestic product, current prices",U.S. dollars,Billions,4.28,4.483,4.748,4.788,5.174,5.471,7.395,9.837,12.032,2020
GUY,Guyana,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,579.97","5,796.82","6,104.16","6,120.54","6,594.38","6,952.70","9,369.01","12,426.39","15,152.58",2019
GUY,Guyana,"Inflation, average consumer prices",Percent change,,-0.865,0.827,1.944,1.272,2.092,0.722,3.24,2.679,2.862,2020
GUY,Guyana,Unemployment rate,Percent of total labor force,,,,,,,,,,,
GUY,Guyana,Population,Persons,Millions,0.767,0.773,0.778,0.782,0.785,0.787,0.789,0.792,0.794,2019
HTI,Haiti,"Gross domestic product, constant prices",Percent change,,2.563,1.812,2.51,1.668,-1.685,-3.343,-0.7,1.3,1.3,2020
HTI,Haiti,"Gross domestic product, current prices",U.S. dollars,Billions,14.831,13.996,15.036,16.454,14.787,14.508,20.143,18.825,19.796,2020
HTI,Haiti,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,359.21","1,263.43","1,337.16","1,441.86","1,277.21","1,235.48","1,691.83","1,560.23","1,619.04",2003
HTI,Haiti,"Inflation, average consumer prices",Percent change,,7.524,13.378,14.738,12.885,17.308,22.945,16.166,15.542,15.851,2020
HTI,Haiti,Unemployment rate,Percent of total labor force,,,,,,,,,,,
HTI,Haiti,Population,Persons,Millions,10.912,11.078,11.245,11.412,11.578,11.743,11.906,12.065,12.227,2003
HND,Honduras,"Gross domestic product, constant prices",Percent change,,3.84,3.893,4.843,3.845,2.653,-8.965,4.9,4.35,3.54,2019
HND,Honduras,"Gross domestic product, current prices",U.S. dollars,Billions,20.98,21.718,23.136,24.068,25.09,23.828,26.325,27.923,29.559,2019
HND,Honduras,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,302.20","2,342.02","2,451.94","2,506.62","2,567.97","2,396.69","2,602.17","2,712.44","2,821.80",2019
HND,Honduras,"Inflation, average consumer prices",Percent change,,3.158,2.725,3.934,4.348,4.365,3.468,4.567,3.674,4,2019
HND,Honduras,Unemployment rate,Percent of total labor force,,6.147,6.727,5.528,5.648,5.386,6.789,5.881,5.212,4.918,2019
HND,Honduras,Population,Persons,Millions,9.113,9.273,9.436,9.602,9.77,9.942,10.117,10.294,10.475,2019
HKG,Hong Kong SAR,"Gross domestic product, constant prices",Percent change,,2.388,2.169,3.791,2.846,-1.68,-6.081,6.435,3.518,3.133,2020
HKG,Hong Kong SAR,"Gross domestic product, current prices",U.S. dollars,Billions,309.386,320.84,341.242,361.692,363.016,346.584,369.722,389.977,409.945,2020
HKG,Hong Kong SAR,"Gross domestic product per capita, current prices",U.S. dollars,Units,"42,325.35","43,491.31","46,032.29","48,313.14","48,268.22","46,657.20","49,485.08","51,895.03","54,237.70",2020
HKG,Hong Kong SAR,"Inflation, average consumer prices",Percent change,,2.991,2.409,1.494,2.406,2.883,0.251,1.9,2.1,2.3,2020
HKG,Hong Kong SAR,Unemployment rate,Percent of total labor force,,3.315,3.393,3.127,2.815,2.932,5.828,5.637,4.612,4.177,2020
HKG,Hong Kong SAR,Population,Persons,Millions,7.31,7.377,7.413,7.486,7.521,7.428,7.471,7.515,7.558,2020
HUN,Hungary,"Gross domestic product, constant prices",Percent change,,3.819,2.14,4.317,5.4,4.641,-4.957,7.6,5.1,3.8,2020
HUN,Hungary,"Gross domestic product, current prices",U.S. dollars,Billions,125.074,128.471,142.962,160.431,163.494,155.013,180.959,198.992,216.443,2020
HUN,Hungary,"Gross domestic product per capita, current prices",U.S. dollars,Units,"12,690.17","13,069.23","14,590.90","16,407.35","16,729.13","15,866.22","18,527.59","20,380.16","22,174.26",2020
HUN,Hungary,"Inflation, average consumer prices",Percent change,,-0.07,0.419,2.408,2.849,3.371,3.319,4.539,3.582,3.289,2020
HUN,Hungary,Unemployment rate,Percent of total labor force,,6.626,4.971,4.041,3.596,3.309,4.115,4.1,3.801,3.801,2020
HUN,Hungary,Population,Persons,Millions,9.856,9.83,9.798,9.778,9.773,9.77,9.767,9.764,9.761,2020
ISL,Iceland,"Gross domestic product, constant prices",Percent change,,4.437,6.304,4.195,4.892,2.435,-6.504,3.696,4.07,3.667,2020
ISL,Iceland,"Gross domestic product, current prices",U.S. dollars,Billions,17.517,20.793,24.728,26.267,24.858,21.718,25.476,27.172,28.17,2020
ISL,Iceland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"53,227.63","62,530.42","73,085.13","75,382.60","69,631.27","59,643.09","68,843.65","72,317.58","73,881.65",2018
ISL,Iceland,"Inflation, average consumer prices",Percent change,,1.634,1.696,1.758,2.686,3.008,2.851,4.258,3.074,2.5,2020
ISL,Iceland,Unemployment rate,Percent of total labor force,,4.5,3.342,3.283,3.1,3.925,6.433,7,5,4,2020
ISL,Iceland,Population,Persons,Millions,0.329,0.333,0.338,0.348,0.357,0.364,0.37,0.376,0.381,2018
IND,India,"Gross domestic product, constant prices",Percent change,,7.996,8.256,6.795,6.533,4.042,-7.252,9.497,8.523,6.569,2021
IND,India,"Gross domestic product, current prices",U.S. dollars,Billions,"2,103.59","2,294.12","2,651.47","2,701.11","2,870.50","2,660.24","2,946.06","3,250.08","3,515.19",2021
IND,India,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,605.61","1,732.05","1,980.69","1,996.95","2,098.93","1,929.68","2,116.44","2,312.90","2,478.62",2013
IND,India,"Inflation, average consumer prices",Percent change,,4.9,4.5,3.602,3.428,4.762,6.175,5.557,4.876,4.317,2020
IND,India,Unemployment rate,Percent of total labor force,,,,,,,,,,,
IND,India,Population,Persons,Millions,"1,310.15","1,324.51","1,338.66","1,352.62","1,367.60","1,378.60","1,391.99","1,405.20","1,418.21",2013
IDN,Indonesia,"Gross domestic product, constant prices",Percent change,,4.876,5.033,5.07,5.174,5.018,-2.07,3.199,5.94,6.355,2020
IDN,Indonesia,"Gross domestic product, current prices",U.S. dollars,Billions,860.741,932.066,"1,015.49","1,042.71","1,120.04","1,059.64","1,150.25","1,247.35","1,356.34",2020
IDN,Indonesia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,367.69","3,605.72","3,885.47","3,947.25","4,196.30","3,921.62","4,224.98","4,538.15","4,888.90",2020
IDN,Indonesia,"Inflation, average consumer prices",Percent change,,6.361,3.527,3.809,3.292,2.82,2.033,1.551,2.842,3.195,2020
IDN,Indonesia,Unemployment rate,Percent of total labor force,,6.18,5.61,5.5,5.24,5.18,7.07,6.6,6,5.6,2020
IDN,Indonesia,Population,Persons,Millions,255.588,258.497,261.356,264.162,266.912,270.204,272.249,274.859,277.432,2020
IRN,Islamic Republic of Iran,"Gross domestic product, constant prices",Percent change,,-1.321,13.396,3.755,-6.026,-6.784,3.388,2.462,1.995,1.996,2021
IRN,Islamic Republic of Iran,"Gross domestic product, current prices",U.S. dollars,Billions,385.023,418.064,445.528,456.59,581.252,835.351,"1,081.38","1,136.68","1,189.10",2021
IRN,Islamic Republic of Iran,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,844.50","5,195.91","5,471.79","5,543.90","6,980.74","9,928.19","12,725.04","13,243.34","13,716.84",2019
IRN,Islamic Republic of Iran,"Inflation, average consumer prices",Percent change,,11.919,9.05,9.641,30.223,34.623,36.442,39.339,27.5,25,2021
IRN,Islamic Republic of Iran,Unemployment rate,Percent of total labor force,,11,12.425,12.075,12.025,10.625,9.6,10.037,10.549,10.835,2021
IRN,Islamic Republic of Iran,Population,Persons,Millions,79.476,80.46,81.423,82.359,83.265,84.139,84.981,85.83,86.689,2019
IRQ,Iraq,"Gross domestic product, constant prices",Percent change,,2.537,15.199,-3.399,4.703,5.811,-15.701,3.647,10.504,5.704,2020
IRQ,Iraq,"Gross domestic product, current prices",U.S. dollars,Billions,177.634,167.716,192.343,226.87,233.953,169.488,201.472,226.62,239.993,2020
IRQ,Iraq,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,044.62","4,637.00","5,178.92","5,950.83","5,981.10","4,223.22","4,892.96","5,364.25","5,536.84",2013
IRQ,Iraq,"Inflation, average consumer prices",Percent change,,1.393,0.525,0.184,0.367,-0.199,0.574,6.44,4.531,2.552,2020
IRQ,Iraq,Unemployment rate,Percent of total labor force,,,,,,,,,,,
IRQ,Iraq,Population,Persons,Millions,35.213,36.169,37.14,38.124,39.115,40.132,41.176,42.246,43.345,2013
IRL,Ireland,"Gross domestic product, constant prices",Percent change,,25.177,2.042,8.94,9.03,4.917,5.867,13.036,3.538,3.933,2020
IRL,Ireland,"Gross domestic product, current prices",U.S. dollars,Billions,291.611,298.846,335.312,385.215,399.165,425.549,516.253,550.518,590.053,2020
IRL,Ireland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"61,861.20","62,632.81","69,486.55","78,837.74","80,632.33","85,205.50","102,394.02","108,162.69","114,839.26",2020
IRL,Ireland,"Inflation, average consumer prices",Percent change,,-0.05,-0.175,0.259,0.708,0.86,-0.459,1.9,1.9,2,2020
IRL,Ireland,Unemployment rate,Percent of total labor force,,9.925,8.383,6.742,5.767,4.983,5.833,7.76,6.954,5.992,2020
IRL,Ireland,Population,Persons,Millions,4.714,4.771,4.826,4.886,4.95,4.994,5.042,5.09,5.138,2020
ISR,Israel,"Gross domestic product, constant prices",Percent change,,2.28,4.463,4.377,3.983,3.774,-2.153,7.06,4.071,3.567,2020
ISR,Israel,"Gross domestic product, current prices",U.S. dollars,Billions,300.078,319.025,355.277,373.641,397.935,407.101,467.532,501.409,529.324,2020
ISR,Israel,"Gross domestic product per capita, current prices",U.S. dollars,Units,"35,822.86","37,341.60","40,790.93","42,079.34","43,965.66","44,181.17","49,840.25","52,504.19","54,444.87",2020
ISR,Israel,"Inflation, average consumer prices",Percent change,,-0.634,-0.546,0.245,0.817,0.844,-0.588,1.408,1.818,1.565,2020
ISR,Israel,Unemployment rate,Percent of total labor force,,5.275,4.8,4.225,4,3.825,4.3,5.1,4.6,4.3,2020
ISR,Israel,Population,Persons,Millions,8.377,8.543,8.71,8.879,9.051,9.214,9.381,9.55,9.722,2020
ITA,Italy,"Gross domestic product, constant prices",Percent change,,0.778,1.293,1.668,0.942,0.287,-8.871,5.77,4.233,1.617,2020
ITA,Italy,"Gross domestic product, current prices",U.S. dollars,Billions,"1,836.82","1,876.55","1,961.10","2,093.09","2,005.14","1,884.94","2,120.23","2,272.27","2,369.65",2020
ITA,Italy,"Gross domestic product per capita, current prices",U.S. dollars,Units,"30,463.70","31,190.79","32,648.76","34,921.01","33,521.34","31,604.43","35,584.88","38,168.69","39,831.37",2019
ITA,Italy,"Inflation, average consumer prices",Percent change,,0.108,-0.05,1.326,1.243,0.634,-0.145,1.659,1.788,1.153,2020
ITA,Italy,Unemployment rate,Percent of total labor force,,12.033,11.733,11.325,10.692,10,9.308,10.3,11.6,11.4,2019
ITA,Italy,Population,Persons,Millions,60.295,60.164,60.067,59.938,59.817,59.641,59.582,59.532,59.492,2019
JAM,Jamaica,"Gross domestic product, constant prices",Percent change,,0.869,1.498,0.679,1.827,0.97,-10.049,4.576,2.686,2.404,2020
JAM,Jamaica,"Gross domestic product, current prices",U.S. dollars,Billions,14.154,14.108,14.755,15.648,15.808,13.967,14.857,15.63,16.291,2020
JAM,Jamaica,"Gross domestic product per capita, current prices",U.S. dollars,Units,"5,204.83","5,183.46","5,413.03","5,729.76","5,781.79","5,102.76","5,421.64","5,697.35","5,931.29",2019
JAM,Jamaica,"Inflation, average consumer prices",Percent change,,3.681,2.35,4.378,3.74,3.91,5.21,5.605,6.25,6.02,2019
JAM,Jamaica,Unemployment rate,Percent of total labor force,,13.5,13.2,11.65,9.125,7.7,n/a,n/a,n/a,n/a,2019
JAM,Jamaica,Population,Persons,Millions,2.719,2.722,2.726,2.731,2.734,2.737,2.74,2.743,2.747,2019
JPN,Japan,"Gross domestic product, constant prices",Percent change,,1.561,0.754,1.675,0.559,0.015,-4.586,2.358,3.199,1.369,2020
JPN,Japan,"Gross domestic product, current prices",U.S. dollars,Billions,"4,444.93","5,003.68","4,930.84","5,036.89","5,135.90","5,045.10","5,103.11","5,383.68","5,735.34",2020
JPN,Japan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"35,005.66","39,411.42","38,903.30","39,818.80","40,689.79","40,088.60","40,704.30","43,118.83","46,138.06",2015
JPN,Japan,"Inflation, average consumer prices",Percent change,,0.799,-0.124,0.486,0.989,0.468,-0.027,-0.168,0.538,0.664,2020
JPN,Japan,Unemployment rate,Percent of total labor force,,3.375,3.108,2.825,2.442,2.358,2.792,2.775,2.375,2.333,2020
JPN,Japan,Population,Persons,Millions,126.978,126.96,126.746,126.495,126.221,125.849,125.37,124.857,124.308,2015
JOR,Jordan,"Gross domestic product, constant prices",Percent change,,2.497,1.994,2.088,1.934,1.955,-1.551,2.039,2.7,3.1,2019
JOR,Jordan,"Gross domestic product, current prices",U.S. dollars,Billions,38.642,39.949,41.467,42.993,44.566,43.759,45.344,47.5,50.196,2019
JOR,Jordan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"4,218.83","4,224.80","4,273.91","4,341.04","4,425.69","4,286.49","4,393.64","4,564.91","4,792.51",2018
JOR,Jordan,"Inflation, average consumer prices",Percent change,,-1.098,-0.624,3.614,4.451,0.677,0.397,1.647,1.987,2.511,2020
JOR,Jordan,Unemployment rate,Percent of total labor force,,13.075,15.275,18.3,18.6,19.075,22.7,n/a,n/a,n/a,2020
JOR,Jordan,Population,Persons,Millions,9.159,9.456,9.702,9.904,10.07,10.209,10.32,10.405,10.474,2018
KAZ,Kazakhstan,"Gross domestic product, constant prices",Percent change,,1.2,1.1,4.1,4.1,4.5,-2.6,3.287,3.859,5.817,2020
KAZ,Kazakhstan,"Gross domestic product, current prices",U.S. dollars,Billions,184.388,137.289,166.806,179.34,181.667,171.24,194.024,203.666,218.016,2020
KAZ,Kazakhstan,"Gross domestic product per capita, current prices",U.S. dollars,Units,"10,435.17","7,662.01","9,186.71","9,749.07","9,750.43","9,071.30","10,144.68","10,510.36","11,104.66",2019
KAZ,Kazakhstan,"Inflation, average consumer prices",Percent change,,6.652,14.556,7.429,6.025,5.244,6.799,7.536,6.539,4.969,2020
KAZ,Kazakhstan,Unemployment rate,Percent of total labor force,,5.11,4.951,4.9,4.854,4.779,4.925,4.825,4.725,4.725,2019
KAZ,Kazakhstan,Population,Persons,Millions,17.67,17.918,18.157,18.396,18.632,18.877,19.126,19.378,19.633,2019
KEN,Kenya,"Gross domestic product, constant prices",Percent change,,4.968,4.214,3.816,5.629,4.981,-0.316,5.599,6.045,5.713,2020
KEN,Kenya,"Gross domestic product, current prices",U.S. dollars,Billions,70.369,74.817,81.964,92.227,100.458,102.427,109.491,116.641,124.675,2020
KEN,Kenya,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,625.16","1,688.87","1,805.38","1,983.37","2,110.46","2,103.55","2,198.59","2,290.50","2,394.73",2019
KEN,Kenya,"Inflation, average consumer prices",Percent change,,6.582,6.318,7.985,4.69,5.204,5.166,6,5,5.038,2020
KEN,Kenya,Unemployment rate,Percent of total labor force,,,,,,,,,,,
KEN,Kenya,Population,Persons,Millions,43.3,44.3,45.4,46.5,47.6,48.693,49.801,50.924,52.062,2019
KIR,Kiribati,"Gross domestic product, constant prices",Percent change,,10.405,5.138,0.89,3.776,3.926,-0.476,1.79,2.498,2.321,2019
KIR,Kiribati,"Gross domestic product, current prices",U.S. dollars,Billions,0.171,0.178,0.187,0.2,0.198,0.198,0.232,0.245,0.258,2019
KIR,Kiribati,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,556.50","1,598.89","1,656.63","1,748.65","1,695.30","1,673.41","1,927.08","2,001.24","2,073.46",2017
KIR,Kiribati,"Inflation, average consumer prices",Percent change,,0.572,1.917,0.356,0.564,-1.813,1.811,3.307,4.147,2.602,2019
KIR,Kiribati,Unemployment rate,Percent of total labor force,,,,,,,,,,,
KIR,Kiribati,Population,Persons,Millions,0.11,0.112,0.113,0.115,0.117,0.119,0.121,0.123,0.125,2017
KOR,Korea,"Gross domestic product, constant prices",Percent change,,2.809,2.947,3.16,2.907,2.244,-0.852,4.278,3.295,2.82,2020
KOR,Korea,"Gross domestic product, current prices",U.S. dollars,Billions,"1,466.04","1,499.36","1,623.07","1,725.37","1,651.42","1,638.26","1,823.85","1,907.66","2,012.10",2020
KOR,Korea,"Gross domestic product per capita, current prices",U.S. dollars,Units,"28,737.44","29,274.23","31,600.74","33,433.17","31,936.80","31,638.46","35,195.52","36,791.51","38,790.77",2020
KOR,Korea,"Inflation, average consumer prices",Percent change,,0.706,0.972,1.944,1.476,0.383,0.537,2.188,1.648,1.6,2020
KOR,Korea,Unemployment rate,Percent of total labor force,,3.592,3.675,3.683,3.833,3.783,3.942,3.842,3.7,3.7,2020
KOR,Korea,Population,Persons,Millions,51.015,51.218,51.362,51.607,51.709,51.781,51.821,51.851,51.871,2020
UVK,Kosovo,"Gross domestic product, constant prices",Percent change,,4.095,4.061,4.226,3.813,4.939,-5.3,6,4.5,4.2,2020
UVK,Kosovo,"Gross domestic product, current prices",U.S. dollars,Billions,6.444,6.717,7.243,7.947,7.953,7.78,8.958,9.752,10.531,2020
UVK,Kosovo,"Gross domestic product per capita, current prices",U.S. dollars,Units,"3,637.47","3,766.21","4,027.29","4,425.86","4,462.72","4,348.29","4,986.26","5,406.54","5,815.64",2020
UVK,Kosovo,"Inflation, average consumer prices",Percent change,,-0.539,0.3,1.479,1.056,2.666,0.197,3.134,3.622,2.402,2020
UVK,Kosovo,Unemployment rate,Percent of total labor force,,32.9,27.5,30.5,29.6,25.7,25.6,n/a,n/a,n/a,2020
UVK,Kosovo,Population,Persons,Millions,1.772,1.784,1.799,1.796,1.782,1.789,1.796,1.804,1.811,2020
KWT,Kuwait,"Gross domestic product, constant prices",Percent change,,0.593,2.926,-4.711,2.434,-0.552,-8.855,0.948,4.327,2.657,2020
KWT,Kuwait,"Gross domestic product, current prices",U.S. dollars,Billions,114.606,109.381,120.687,138.202,136.192,105.949,132.266,138.78,140.964,2020
KWT,Kuwait,"Gross domestic product per capita, current prices",U.S. dollars,Units,"27,398.08","25,267.15","27,193.90","29,903.56","28,513.43","22,683.64","27,927.16","28,821.61","28,794.89",2020
KWT,Kuwait,"Inflation, average consumer prices",Percent change,,3.678,3.482,1.507,0.579,1.1,2.109,3.162,3,3,2020
KWT,Kuwait,Unemployment rate,Percent of total labor force,,1.322,1.248,1.28,1.087,1.183,1.276,n/a,n/a,n/a,2020
KWT,Kuwait,Population,Persons,Millions,4.183,4.329,4.438,4.622,4.776,4.671,4.736,4.815,4.895,2020
KGZ,Kyrgyz Republic,"Gross domestic product, constant prices",Percent change,,3.876,4.336,4.74,3.459,4.601,-8.617,2.098,5.633,4.558,2020
KGZ,Kyrgyz Republic,"Gross domestic product, current prices",U.S. dollars,Billions,6.678,6.813,7.703,8.271,8.872,7.747,8.15,8.928,9.614,2020
KGZ,Kyrgyz Republic,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,132.84","1,131.84","1,254.51","1,321.95","1,388.65","1,188.82","1,224.75","1,313.86","1,387.09",2019
KGZ,Kyrgyz Republic,"Inflation, average consumer prices",Percent change,,6.503,0.389,3.175,1.543,1.136,6.323,12.997,7.835,6.086,2020
KGZ,Kyrgyz Republic,Unemployment rate,Percent of total labor force,,7.554,7.211,6.891,6.605,6.605,6.605,6.605,6.605,6.605,2019
KGZ,Kyrgyz Republic,Population,Persons,Millions,5.895,6.019,6.14,6.257,6.389,6.517,6.654,6.795,6.931,2019
LAO,Lao P.D.R.,"Gross domestic product, constant prices",Percent change,,7.27,7.023,6.851,6.289,4.652,-0.435,2.061,4.233,4.542,2020
LAO,Lao P.D.R.,"Gross domestic product, current prices",U.S. dollars,Billions,14.363,15.905,17.055,18.131,18.771,18.82,19.375,20.631,21.818,2020
LAO,Lao P.D.R.,"Gross domestic product per capita, current prices",U.S. dollars,Units,"2,130.63","2,323.28","2,452.86","2,567.55","2,618.18","2,586.78","2,625.61","2,757.81","2,878.08",2020
LAO,Lao P.D.R.,"Inflation, average consumer prices",Percent change,,1.277,1.597,0.825,2.04,3.323,5.104,4.9,3.7,3.1,2020
LAO,Lao P.D.R.,Unemployment rate,Percent of total labor force,,,,,,,,,,,
LAO,Lao P.D.R.,Population,Persons,Millions,6.741,6.846,6.953,7.061,7.169,7.276,7.379,7.481,7.581,2020
LVA,Latvia,"Gross domestic product, constant prices",Percent change,,4.007,2.373,3.251,4.024,2.027,-3.624,4.54,5.2,4,2020
LVA,Latvia,"Gross domestic product, current prices",U.S. dollars,Billions,27.253,28.064,30.448,34.432,34.059,33.478,37.199,40.83,43.87,2020
LVA,Latvia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"13,722.08","14,253.04","15,613.44","17,799.83","17,739.47","17,549.30","19,538.90","21,489.13","23,135.10",2019
LVA,Latvia,"Inflation, average consumer prices",Percent change,,0.213,0.099,2.894,2.554,2.747,0.081,2.572,3,2.24,2020
LVA,Latvia,Unemployment rate,Percent of total labor force,,9.875,9.642,8.715,7.415,6.311,8.099,7.7,7.2,7.1,2020
LVA,Latvia,Population,Persons,Millions,1.986,1.969,1.95,1.934,1.92,1.908,1.904,1.9,1.896,2019
LBN,Lebanon,"Gross domestic product, constant prices",Percent change,,0.633,1.566,0.816,-1.66,-7.284,-25,n/a,n/a,n/a,2019
LBN,Lebanon,"Gross domestic product, current prices",U.S. dollars,Billions,50.066,51.389,53.325,55.276,52.371,19.008,n/a,n/a,n/a,2019
LBN,Lebanon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"7,663.88","7,653.69","7,819.59","8,058.46","7,639.10","2,784.82",n/a,n/a,n/a,2019
LBN,Lebanon,"Inflation, average consumer prices",Percent change,,-3.696,-0.816,4.476,4.551,2.895,84.864,n/a,n/a,n/a,2020
LBN,Lebanon,Unemployment rate,Percent of total labor force,,,,,,,,,,,
LBN,Lebanon,Population,Persons,Millions,6.533,6.714,6.819,6.859,6.856,6.825,n/a,n/a,n/a,2019
LSO,Lesotho,"Gross domestic product, constant prices",Percent change,,3.255,1.885,-2.705,-1.015,-1.544,-5.395,2.811,1.621,1.6,2019
LSO,Lesotho,"Gross domestic product, current prices",U.S. dollars,Billions,2.207,2.219,2.356,2.32,2.228,1.999,2.478,2.592,2.718,2019
LSO,Lesotho,"Gross domestic product per capita, current prices",U.S. dollars,Units,"1,106.83","1,105.77","1,166.07","1,140.52","1,087.59",969.708,"1,187.51","1,227.37","1,271.60",2016
LSO,Lesotho,"Inflation, average consumer prices",Percent change,,3.218,6.597,4.448,4.752,5.187,4.978,5.831,5.274,4.985,2020
LSO,Lesotho,Unemployment rate,Percent of total labor force,,,,,,,,,,,
LSO,Lesotho,Population,Persons,Millions,1.994,2.007,2.021,2.034,2.048,2.062,2.087,2.112,2.138,2016
LBR,Liberia,"Gross domestic product, constant prices",Percent change,,0.007,-1.63,2.469,1.242,-2.516,-2.967,3.561,4.724,4.853,2016
LBR,Liberia,"Gross domestic product, current prices",U.S. dollars,Billions,3.092,3.256,3.321,3.264,3.08,3.037,3.384,3.664,3.794,2016
LBR,Liberia,"Gross domestic product per capita, current prices",U.S. dollars,Units,747.177,767.373,763.108,731.317,672.882,647.1,703.406,743.004,750.723,2016
LBR,Liberia,"Inflation, average consumer prices",Percent change,,7.742,8.844,12.435,23.547,26.969,16.953,5.867,11.807,9.559,2019
LBR,Liberia,Unemployment rate,Percent of total labor force,,,,,,,,,,,
