Trade,Year,Principal_trading_partners,VALUE,iso
Payments,2016,Italy,1255.0,ITA
Payments,2016,Japan,2505.0,JPN
Payments,2016,Mexico,3462.0,MEX
Payments,2016,Netherlands,1894.0,NLD
Payments,2016,Norway,556.0,NOR
Payments,2016,Other European Union countries not elsewhere classified,6520.0,Other European Union countries not elsewhere classified
Payments,2016,Other countries not elsewhere classified,15175.0,Other countries not elsewhere classified
Payments,2016,Russian Federation,703.0,RUS
Payments,2016,Saudi Arabia,459.0,SAU
Payments,2016,Singapore,1924.0,SGP
Payments,2016,South Korea,515.0,South Korea
Payments,2016,Spain,650.0,ESP
Payments,2016,Switzerland,1557.0,CHE
Payments,2016,Taiwan,672.0,TWN
Payments,2016,Total of all countries,138519.0,Total of all countries
Payments,2016,Turkey,208.0,TUR
Payments,2016,United Kingdom,7516.0,GBR
Payments,2016,United States,75866.0,USA
Payments,2017,Australia,1135.0,AUS
Payments,2017,Belgium,772.0,BEL
Payments,2017,Brazil,334.0,BRA
Payments,2017,China,2669.0,CHN
Payments,2017,European Union excluding the United Kingdom,18585.0,GBR
Payments,2017,France,3687.0,FRA
Payments,2017,Germany,3115.0,DEU
Payments,2017,Hong Kong,4709.0,HKG
Payments,2017,India,1600.0,IND
Payments,2017,Indonesia,164.0,IDN
Payments,2017,Italy,1352.0,ITA
Payments,2017,Japan,2344.0,JPN
Payments,2017,Mexico,3398.0,MEX
Payments,2017,Netherlands,1924.0,NLD
Payments,2017,Norway,588.0,NOR
Payments,2017,Other European Union countries not elsewhere classified,7024.0,Other European Union countries not elsewhere classified
Payments,2017,Other countries not elsewhere classified,15684.0,Other countries not elsewhere classified
Payments,2017,Russian Federation,770.0,RUS
Payments,2017,Saudi Arabia,453.0,SAU
Payments,2017,Singapore,2069.0,SGP
Payments,2017,South Korea,532.0,South Korea
Payments,2017,Spain,709.0,ESP
Payments,2017,Switzerland,1777.0,CHE
Payments,2017,Taiwan,717.0,TWN
Payments,2017,Total of all countries,145229.0,Total of all countries
Payments,2017,Turkey,216.0,TUR
Payments,2017,United Kingdom,8235.0,GBR
Payments,2017,United States,79251.0,USA
Payments,2018,Australia,1312.0,AUS
Payments,2018,Belgium,885.0,BEL
Payments,2018,Brazil,369.0,BRA
Payments,2018,China,3164.0,CHN
Payments,2018,European Union excluding the United Kingdom,20647.0,GBR
Payments,2018,France,3616.0,FRA
Payments,2018,Germany,3229.0,DEU
Payments,2018,Hong Kong,5360.0,HKG
Payments,2018,India,2178.0,IND
Payments,2018,Indonesia,198.0,IDN
Payments,2018,Italy,1517.0,ITA
Payments,2018,Japan,2856.0,JPN
Payments,2018,Mexico,3554.0,MEX
Payments,2018,Netherlands,2135.0,NLD
Payments,2018,Norway,644.0,NOR
Payments,2018,Other European Union countries not elsewhere classified,8390.0,Other European Union countries not elsewhere classified
Payments,2018,Other countries not elsewhere classified,16680.0,Other countries not elsewhere classified
Payments,2018,Russian Federation,746.0,RUS
Payments,2018,Saudi Arabia,669.0,SAU
Payments,2018,Singapore,2271.0,SGP
Payments,2018,South Korea,561.0,South Korea
Payments,2018,Spain,878.0,ESP
Payments,2018,Switzerland,1711.0,CHE
Payments,2018,Taiwan,845.0,TWN
Payments,2018,Total of all countries,158296.0,Total of all countries
Payments,2018,Turkey,286.0,TUR
Payments,2018,United Kingdom,8285.0,GBR
Payments,2018,United States,85963.0,USA
Payments,2019,Australia,1485.0,AUS
Payments,2019,Belgium,817.0,BEL
Payments,2019,Brazil,355.0,BRA
Payments,2019,China,3293.0,CHN
Payments,2019,European Union excluding the United Kingdom,21795.0,GBR
Payments,2019,France,3625.0,FRA
Payments,2019,Germany,3338.0,DEU
Payments,2019,Hong Kong,5465.0,HKG
Payments,2019,India,2693.0,IND
Payments,2019,Indonesia,228.0,IDN
Payments,2019,Italy,1864.0,ITA
Payments,2019,Japan,3278.0,JPN
Payments,2019,Mexico,3739.0,MEX
Payments,2019,Netherlands,2182.0,NLD
Payments,2019,Norway,673.0,NOR
Payments,2019,Other European Union countries not elsewhere classified,9062.0,Other European Union countries not elsewhere classified
Payments,2019,Other countries not elsewhere classified,17146.0,Other countries not elsewhere classified
Payments,2019,Russian Federation,880.0,RUS
Payments,2019,Saudi Arabia,512.0,SAU
Payments,2019,Singapore,2352.0,SGP
Payments,2019,South Korea,545.0,South Korea
Payments,2019,Spain,907.0,ESP
Payments,2019,Switzerland,1858.0,CHE
Payments,2019,Taiwan,958.0,TWN
Payments,2019,Total of all countries,167612.0,Total of all countries
Payments,2019,Turkey,235.0,TUR
Payments,2019,United Kingdom,8990.0,GBR
Payments,2019,United States,91133.0,USA
Payments,2020,Australia,1136.0,AUS
Payments,2020,Belgium,772.0,BEL
Payments,2020,Brazil,279.0,BRA
Payments,2020,China,2352.0,CHN
Payments,2020,European Union excluding the United Kingdom,16239.0,GBR
Payments,2020,France,2545.0,FRA
Payments,2020,Germany,2606.0,DEU
Payments,2020,Hong Kong,4289.0,HKG
Payments,2020,India,2391.0,IND
Payments,2020,Indonesia,106.0,IDN
Payments,2020,Italy,797.0,ITA
Payments,2020,Japan,2575.0,JPN
Payments,2020,Mexico,2300.0,MEX
Payments,2020,Netherlands,1704.0,NLD
Payments,2020,Norway,470.0,NOR
Payments,2020,Other European Union countries not elsewhere classified,7374.0,Other European Union countries not elsewhere classified
Payments,2020,Other countries not elsewhere classified,12140.0,Other countries not elsewhere classified
Payments,2020,Russian Federation,731.0,RUS
Payments,2020,Saudi Arabia,468.0,SAU
Payments,2020,Singapore,2023.0,SGP
Payments,2020,South Korea,410.0,South Korea
Payments,2020,Spain,441.0,ESP
Payments,2020,Switzerland,1711.0,CHE
Payments,2020,Taiwan,806.0,TWN
Payments,2020,Total of all countries,131338.0,Total of all countries
Payments,2020,Turkey,130.0,TUR
Payments,2020,United Kingdom,8492.0,GBR
Payments,2020,United States,72290.0,USA
Payments,2021,Australia,811.0,AUS
Payments,2021,Belgium,643.0,BEL
Payments,2021,Brazil,192.0,BRA
Payments,2021,China,1730.0,CHN
Payments,2021,European Union excluding the United Kingdom,13141.0,GBR
Payments,2021,France,1978.0,FRA
Payments,2021,Germany,2057.0,DEU
Payments,2021,Hong Kong,3833.0,HKG
Payments,2021,India,1690.0,IND
Payments,2021,Indonesia,82.0,IDN
Payments,2021,Italy,546.0,ITA
Payments,2021,Japan,2049.0,JPN
Payments,2021,Mexico,1039.0,MEX
Payments,2021,Netherlands,1325.0,NLD
Payments,2021,Norway,395.0,NOR
Payments,2021,Other European Union countries not elsewhere classified,6261.0,Other European Union countries not elsewhere classified
Payments,2021,Other countries not elsewhere classified,7637.0,Other countries not elsewhere classified
Payments,2021,Russian Federation,652.0,RUS
Payments,2021,Saudi Arabia,434.0,SAU
Payments,2021,Singapore,1789.0,SGP
Payments,2021,South Korea,304.0,South Korea
Payments,2021,Spain,330.0,ESP
Payments,2021,Switzerland,1286.0,CHE
Payments,2021,Taiwan,672.0,TWN
Payments,2021,Total of all countries,95259.0,Total of all countries
Payments,2021,Turkey,73.0,TUR
Payments,2021,United Kingdom,6100.0,GBR
Payments,2021,United States,51349.0,USA
Receipts,1997,Australia,433.0,AUS
Receipts,1997,Belgium,175.0,BEL
Receipts,1997,Brazil,409.0,BRA
Receipts,1997,China,524.0,CHN
Receipts,1997,European Union excluding the United Kingdom,4375.0,GBR
Receipts,1997,France,1224.0,FRA
Receipts,1997,Germany,1135.0,DEU
Receipts,1997,Hong Kong,725.0,HKG
Receipts,1997,India,195.0,IND
Receipts,1997,Indonesia,204.0,IDN
Receipts,1997,Italy,295.0,ITA
Receipts,1997,Japan,1601.0,JPN
Receipts,1997,Mexico,244.0,MEX
Receipts,1997,Netherlands,352.0,NLD
Receipts,1997,Norway,147.0,NOR
Receipts,1997,Other European Union countries not elsewhere classified,1066.0,Other European Union countries not elsewhere classified
Receipts,1997,Other countries not elsewhere classified,5093.0,Other countries not elsewhere classified
Receipts,1997,Russian Federation,154.0,RUS
Receipts,1997,Saudi Arabia,127.0,SAU
Receipts,1997,Singapore,372.0,SGP
Receipts,1997,South Korea,563.0,South Korea
Receipts,1997,Spain,126.0,ESP
Receipts,1997,Switzerland,423.0,CHE
Receipts,1997,Taiwan,496.0,TWN
Receipts,1997,Total of all countries,42629.0,Total of all countries
Receipts,1997,Turkey,57.0,TUR
Receipts,1997,United Kingdom,2452.0,GBR
Receipts,1997,United States,24041.0,USA
Receipts,1998,Australia,524.0,AUS
Receipts,1998,Belgium,182.0,BEL
Receipts,1998,Brazil,452.0,BRA
Receipts,1998,China,560.0,CHN
Receipts,1998,European Union excluding the United Kingdom,5081.0,GBR
Receipts,1998,France,1421.0,FRA
Receipts,1998,Germany,1318.0,DEU
Receipts,1998,Hong Kong,851.0,HKG
Receipts,1998,India,177.0,IND
Receipts,1998,Indonesia,254.0,IDN
Receipts,1998,Italy,335.0,ITA
Receipts,1998,Japan,1549.0,JPN
Receipts,1998,Mexico,361.0,MEX
Receipts,1998,Netherlands,390.0,NLD
Receipts,1998,Norway,154.0,NOR
Receipts,1998,Other European Union countries not elsewhere classified,1306.0,Other European Union countries not elsewhere classified
Receipts,1998,Other countries not elsewhere classified,5836.0,Other countries not elsewhere classified
Receipts,1998,Russian Federation,131.0,RUS
Receipts,1998,Saudi Arabia,96.0,SAU
Receipts,1998,Singapore,258.0,SGP
Receipts,1998,South Korea,464.0,South Korea
Receipts,1998,Spain,129.0,ESP
Receipts,1998,Switzerland,419.0,CHE
Receipts,1998,Taiwan,446.0,TWN
Receipts,1998,Total of all countries,49482.0,Total of all countries
Receipts,1998,Turkey,76.0,TUR
Receipts,1998,United Kingdom,3153.0,GBR
Receipts,1998,United States,28643.0,USA
Receipts,1999,Australia,531.0,AUS
Receipts,1999,Belgium,202.0,BEL
Receipts,1999,Brazil,371.0,BRA
Receipts,1999,China,652.0,CHN
Receipts,1999,European Union excluding the United Kingdom,5368.0,GBR
Receipts,1999,France,1415.0,FRA
Receipts,1999,Germany,1417.0,DEU
Receipts,1999,Hong Kong,710.0,HKG
Receipts,1999,India,219.0,IND
Receipts,1999,Indonesia,214.0,IDN
Receipts,1999,Italy,284.0,ITA
Receipts,1999,Japan,1531.0,JPN
Receipts,1999,Mexico,395.0,MEX
Receipts,1999,Netherlands,416.0,NLD
Receipts,1999,Norway,103.0,NOR
Receipts,1999,Other European Union countries not elsewhere classified,1489.0,Other European Union countries not elsewhere classified
Receipts,1999,Other countries not elsewhere classified,5625.0,Other countries not elsewhere classified
Receipts,1999,Russian Federation,131.0,RUS
Receipts,1999,Saudi Arabia,116.0,SAU
Receipts,1999,Singapore,250.0,SGP
Receipts,1999,South Korea,538.0,South Korea
Receipts,1999,Spain,144.0,ESP
Receipts,1999,Switzerland,394.0,CHE
Receipts,1999,Taiwan,541.0,TWN
Receipts,1999,Total of all countries,53294.0,Total of all countries
Receipts,1999,Turkey,61.0,TUR
Receipts,1999,United Kingdom,3349.0,GBR
Receipts,1999,United States,32190.0,USA
Receipts,2000,Australia,614.0,AUS
Receipts,2000,Belgium,241.0,BEL
Receipts,2000,Brazil,442.0,BRA
Receipts,2000,China,797.0,CHN
Receipts,2000,European Union excluding the United Kingdom,6038.0,GBR
Receipts,2000,France,1551.0,FRA
Receipts,2000,Germany,1534.0,DEU
Receipts,2000,Hong Kong,846.0,HKG
Receipts,2000,India,265.0,IND
Receipts,2000,Indonesia,207.0,IDN
Receipts,2000,Italy,424.0,ITA
Receipts,2000,Japan,1895.0,JPN
Receipts,2000,Mexico,463.0,MEX
Receipts,2000,Netherlands,499.0,NLD
Receipts,2000,Norway,134.0,NOR
Receipts,2000,Other European Union countries not elsewhere classified,1594.0,Other European Union countries not elsewhere classified
Receipts,2000,Other countries not elsewhere classified,5622.0,Other countries not elsewhere classified
Receipts,2000,Russian Federation,143.0,RUS
Receipts,2000,Saudi Arabia,141.0,SAU
Receipts,2000,Singapore,347.0,SGP
Receipts,2000,South Korea,638.0,South Korea
Receipts,2000,Spain,196.0,ESP
Receipts,2000,Switzerland,509.0,CHE
Receipts,2000,Taiwan,558.0,TWN
Receipts,2000,Total of all countries,60169.0,Total of all countries
Receipts,2000,Turkey,72.0,TUR
Receipts,2000,United Kingdom,3682.0,GBR
Receipts,2000,United States,36754.0,USA
Receipts,2001,Australia,634.0,AUS
Receipts,2001,Belgium,245.0,BEL
Receipts,2001,Brazil,377.0,BRA
Receipts,2001,China,884.0,CHN
Receipts,2001,European Union excluding the United Kingdom,6194.0,GBR
Receipts,2001,France,1564.0,FRA
Receipts,2001,Germany,1617.0,DEU
Receipts,2001,Hong Kong,814.0,HKG
Receipts,2001,India,323.0,IND
Receipts,2001,Indonesia,184.0,IDN
Receipts,2001,Italy,382.0,ITA
Receipts,2001,Japan,1987.0,JPN
Receipts,2001,Mexico,552.0,MEX
Receipts,2001,Netherlands,505.0,NLD
Receipts,2001,Norway,190.0,NOR
Receipts,2001,Other European Union countries not elsewhere classified,1718.0,Other European Union countries not elsewhere classified
Receipts,2001,Other countries not elsewhere classified,5862.0,Other countries not elsewhere classified
Receipts,2001,Russian Federation,155.0,RUS
Receipts,2001,Saudi Arabia,159.0,SAU
Receipts,2001,Singapore,321.0,SGP
Receipts,2001,South Korea,805.0,South Korea
Receipts,2001,Spain,164.0,ESP
Receipts,2001,Switzerland,593.0,CHE
Receipts,2001,Taiwan,525.0,TWN
Receipts,2001,Total of all countries,61160.0,Total of all countries
Receipts,2001,Turkey,97.0,TUR
Receipts,2001,United Kingdom,3714.0,GBR
Receipts,2001,United States,36793.0,USA
Receipts,2002,Australia,709.0,AUS
Receipts,2002,Belgium,326.0,BEL
Receipts,2002,Brazil,417.0,BRA
Receipts,2002,China,999.0,CHN
Receipts,2002,European Union excluding the United Kingdom,5988.0,GBR
Receipts,2002,France,1467.0,FRA
Receipts,2002,Germany,1609.0,DEU
Receipts,2002,Hong Kong,725.0,HKG
Receipts,2002,India,336.0,IND
Receipts,2002,Indonesia,166.0,IDN
Receipts,2002,Italy,401.0,ITA
Receipts,2002,Japan,1896.0,JPN
Receipts,2002,Mexico,850.0,MEX
Receipts,2002,Netherlands,521.0,NLD
Receipts,2002,Norway,464.0,NOR
Receipts,2002,Other European Union countries not elsewhere classified,1486.0,Other European Union countries not elsewhere classified
Receipts,2002,Other countries not elsewhere classified,6714.0,Other countries not elsewhere classified
Receipts,2002,Russian Federation,172.0,RUS
Receipts,2002,Saudi Arabia,156.0,SAU
Receipts,2002,Singapore,282.0,SGP
Receipts,2002,South Korea,835.0,South Korea
Receipts,2002,Spain,179.0,ESP
Receipts,2002,Switzerland,646.0,CHE
Receipts,2002,Taiwan,451.0,TWN
Receipts,2002,Total of all countries,65103.0,Total of all countries
Receipts,2002,Turkey,141.0,TUR
Receipts,2002,United Kingdom,4366.0,GBR
Receipts,2002,United States,38792.0,USA
Receipts,2003,Australia,909.0,AUS
Receipts,2003,Belgium,340.0,BEL
Receipts,2003,Brazil,359.0,BRA
Receipts,2003,China,1063.0,CHN
Receipts,2003,European Union excluding the United Kingdom,6118.0,GBR
Receipts,2003,France,1496.0,FRA
Receipts,2003,Germany,1670.0,DEU
Receipts,2003,Hong Kong,817.0,HKG
Receipts,2003,India,287.0,IND
Receipts,2003,Indonesia,163.0,IDN
Receipts,2003,Italy,285.0,ITA
Receipts,2003,Japan,1337.0,JPN
Receipts,2003,Mexico,736.0,MEX
Receipts,2003,Netherlands,612.0,NLD
Receipts,2003,Norway,135.0,NOR
Receipts,2003,Other European Union countries not elsewhere classified,1581.0,Other European Union countries not elsewhere classified
Receipts,2003,Other countries not elsewhere classified,7424.0,Other countries not elsewhere classified
Receipts,2003,Russian Federation,231.0,RUS
Receipts,2003,Saudi Arabia,144.0,SAU
Receipts,2003,Singapore,272.0,SGP
Receipts,2003,South Korea,844.0,South Korea
Receipts,2003,Spain,134.0,ESP
Receipts,2003,Switzerland,763.0,CHE
Receipts,2003,Taiwan,381.0,TWN
Receipts,2003,Total of all countries,64316.0,Total of all countries
Receipts,2003,Turkey,75.0,TUR
Receipts,2003,United Kingdom,4057.0,GBR
Receipts,2003,United States,38200.0,USA
Receipts,2004,Australia,887.0,AUS
Receipts,2004,Belgium,324.0,BEL
Receipts,2004,Brazil,408.0,BRA
Receipts,2004,China,1363.0,CHN
Receipts,2004,European Union excluding the United Kingdom,6957.0,GBR
Receipts,2004,France,1625.0,FRA
Receipts,2004,Germany,1849.0,DEU
Receipts,2004,Hong Kong,793.0,HKG
Receipts,2004,India,372.0,IND
Receipts,2004,Indonesia,210.0,IDN
Receipts,2004,Italy,423.0,ITA
Receipts,2004,Japan,1673.0,JPN
Receipts,2004,Mexico,770.0,MEX
Receipts,2004,Netherlands,629.0,NLD
Receipts,2004,Norway,164.0,NOR
Receipts,2004,Other European Union countries not elsewhere classified,1926.0,Other European Union countries not elsewhere classified
Receipts,2004,Other countries not elsewhere classified,8264.0,Other countries not elsewhere classified
Receipts,2004,Russian Federation,223.0,RUS
Receipts,2004,Saudi Arabia,185.0,SAU
Receipts,2004,Singapore,312.0,SGP
Receipts,2004,South Korea,1004.0,South Korea
Receipts,2004,Spain,180.0,ESP
Receipts,2004,Switzerland,773.0,CHE
Receipts,2004,Taiwan,470.0,TWN
Receipts,2004,Total of all countries,70337.0,Total of all countries
Receipts,2004,Turkey,99.0,TUR
Receipts,2004,United Kingdom,4558.0,GBR
Receipts,2004,United States,40852.0,USA
Receipts,2005,Australia,784.0,AUS
Receipts,2005,Belgium,317.0,BEL
Receipts,2005,Brazil,312.0,BRA
Receipts,2005,China,1513.0,CHN
Receipts,2005,European Union excluding the United Kingdom,8184.0,GBR
Receipts,2005,France,1875.0,FRA
Receipts,2005,Germany,1897.0,DEU
Receipts,2005,Hong Kong,1018.0,HKG
Receipts,2005,India,359.0,IND
Receipts,2005,Indonesia,184.0,IDN
Receipts,2005,Italy,426.0,ITA
Receipts,2005,Japan,1678.0,JPN
Receipts,2005,Mexico,735.0,MEX
Receipts,2005,Netherlands,734.0,NLD
Receipts,2005,Norway,168.0,NOR
Receipts,2005,Other European Union countries not elsewhere classified,2734.0,Other European Union countries not elsewhere classified
Receipts,2005,Other countries not elsewhere classified,8299.0,Other countries not elsewhere classified
Receipts,2005,Russian Federation,249.0,RUS
Receipts,2005,Saudi Arabia,159.0,SAU
Receipts,2005,Singapore,402.0,SGP
Receipts,2005,South Korea,1010.0,South Korea
Receipts,2005,Spain,202.0,ESP
Receipts,2005,Switzerland,753.0,CHE
Receipts,2005,Taiwan,410.0,TWN
Receipts,2005,Total of all countries,74509.0,Total of all countries
Receipts,2005,Turkey,87.0,TUR
Receipts,2005,United Kingdom,5066.0,GBR
Receipts,2005,United States,43140.0,USA
Receipts,2006,Australia,828.0,AUS
Receipts,2006,Belgium,469.0,BEL
Receipts,2006,Brazil,366.0,BRA
Receipts,2006,China,1599.0,CHN
Receipts,2006,European Union excluding the United Kingdom,8935.0,GBR
Receipts,2006,France,2069.0,FRA
Receipts,2006,Germany,2190.0,DEU
Receipts,2006,Hong Kong,1219.0,HKG
Receipts,2006,India,411.0,IND
Receipts,2006,Indonesia,150.0,IDN
Receipts,2006,Italy,453.0,ITA
Receipts,2006,Japan,1707.0,JPN
Receipts,2006,Mexico,898.0,MEX
Receipts,2006,Netherlands,907.0,NLD
Receipts,2006,Norway,312.0,NOR
Receipts,2006,Other European Union countries not elsewhere classified,2553.0,Other European Union countries not elsewhere classified
Receipts,2006,Other countries not elsewhere classified,9157.0,Other countries not elsewhere classified
Receipts,2006,Russian Federation,295.0,RUS
Receipts,2006,Saudi Arabia,166.0,SAU
Receipts,2006,Singapore,439.0,SGP
Receipts,2006,South Korea,1151.0,South Korea
Receipts,2006,Spain,292.0,ESP
Receipts,2006,Switzerland,1073.0,CHE
Receipts,2006,Taiwan,445.0,TWN
Receipts,2006,Total of all countries,76878.0,Total of all countries
Receipts,2006,Turkey,102.0,TUR
Receipts,2006,United Kingdom,5469.0,GBR
Receipts,2006,United States,42155.0,USA
Receipts,2007,Australia,811.0,AUS
Receipts,2007,Belgium,354.0,BEL
Receipts,2007,Brazil,401.0,BRA
Receipts,2007,China,1658.0,CHN
Receipts,2007,European Union excluding the United Kingdom,8351.0,GBR
Receipts,2007,France,1965.0,FRA
Receipts,2007,Germany,1989.0,DEU
Receipts,2007,Hong Kong,812.0,HKG
Receipts,2007,India,358.0,IND
Receipts,2007,Indonesia,137.0,IDN
Receipts,2007,Italy,373.0,ITA
Receipts,2007,Japan,1453.0,JPN
Receipts,2007,Mexico,963.0,MEX
Receipts,2007,Netherlands,681.0,NLD
Receipts,2007,Norway,263.0,NOR
Receipts,2007,Other European Union countries not elsewhere classified,2738.0,Other European Union countries not elsewhere classified
Receipts,2007,Other countries not elsewhere classified,10517.0,Other countries not elsewhere classified
Receipts,2007,Russian Federation,244.0,RUS
Receipts,2007,Saudi Arabia,236.0,SAU
Receipts,2007,Singapore,480.0,SGP
Receipts,2007,South Korea,1233.0,South Korea
Receipts,2007,Spain,250.0,ESP
Receipts,2007,Switzerland,1072.0,CHE
Receipts,2007,Taiwan,441.0,TWN
Receipts,2007,Total of all countries,77719.0,Total of all countries
Receipts,2007,Turkey,73.0,TUR
Receipts,2007,United Kingdom,4882.0,GBR
Receipts,2007,United States,43334.0,USA
Receipts,2008,Australia,1131.0,AUS
Receipts,2008,Belgium,521.0,BEL
Receipts,2008,Brazil,431.0,BRA
Receipts,2008,China,1660.0,CHN
Receipts,2008,European Union excluding the United Kingdom,9891.0,GBR
Receipts,2008,France,2212.0,FRA
Receipts,2008,Germany,2230.0,DEU
Receipts,2008,Hong Kong,1027.0,HKG
Receipts,2008,India,427.0,IND
Receipts,2008,Indonesia,157.0,IDN
Receipts,2008,Italy,419.0,ITA
Receipts,2008,Japan,1467.0,JPN
Receipts,2008,Mexico,1024.0,MEX
Receipts,2008,Netherlands,949.0,NLD
Receipts,2008,Norway,228.0,NOR
Receipts,2008,Other European Union countries not elsewhere classified,3295.0,Other European Union countries not elsewhere classified
Receipts,2008,Other countries not elsewhere classified,9690.0,Other countries not elsewhere classified
Receipts,2008,Russian Federation,277.0,RUS
Receipts,2008,Saudi Arabia,159.0,SAU
Receipts,2008,Singapore,373.0,SGP
Receipts,2008,South Korea,1174.0,South Korea
Receipts,2008,Spain,268.0,ESP
Receipts,2008,Switzerland,1173.0,CHE
Receipts,2008,Taiwan,419.0,TWN
Receipts,2008,Total of all countries,81757.0,Total of all countries
Receipts,2008,Turkey,72.0,TUR
Receipts,2008,United Kingdom,5100.0,GBR
Receipts,2008,United States,45876.0,USA
Receipts,2009,Australia,1184.0,AUS
Receipts,2009,Belgium,607.0,BEL
Receipts,2009,Brazil,503.0,BRA
Receipts,2009,China,1805.0,CHN
Receipts,2009,European Union excluding the United Kingdom,9950.0,GBR
Receipts,2009,France,2452.0,FRA
Receipts,2009,Germany,2204.0,DEU
Receipts,2009,Hong Kong,878.0,HKG
Receipts,2009,India,489.0,IND
Receipts,2009,Indonesia,144.0,IDN
Receipts,2009,Italy,437.0,ITA
Receipts,2009,Japan,1248.0,JPN
Receipts,2009,Mexico,837.0,MEX
Receipts,2009,Netherlands,1097.0,NLD
Receipts,2009,Norway,275.0,NOR
Receipts,2009,Other European Union countries not elsewhere classified,2788.0,Other European Union countries not elsewhere classified
Receipts,2009,Other countries not elsewhere classified,10243.0,Other countries not elsewhere classified
Receipts,2009,Russian Federation,240.0,RUS
Receipts,2009,Saudi Arabia,220.0,SAU
Receipts,2009,Singapore,448.0,SGP
Receipts,2009,South Korea,1101.0,South Korea
Receipts,2009,Spain,366.0,ESP
Receipts,2009,Switzerland,1386.0,CHE
Receipts,2009,Taiwan,328.0,TWN
Receipts,2009,Total of all countries,79978.0,Total of all countries
Receipts,2009,Turkey,94.0,TUR
Receipts,2009,United Kingdom,4453.0,GBR
Receipts,2009,United States,44153.0,USA
Receipts,2010,Australia,1172.0,AUS
Receipts,2010,Belgium,887.0,BEL
Receipts,2010,Brazil,466.0,BRA
Receipts,2010,China,2158.0,CHN
Receipts,2010,European Union excluding the United Kingdom,9960.0,GBR
Receipts,2010,France,2415.0,FRA
Receipts,2010,Germany,2066.0,DEU
Receipts,2010,Hong Kong,988.0,HKG
Receipts,2010,India,527.0,IND
Receipts,2010,Indonesia,150.0,IDN
Receipts,2010,Italy,410.0,ITA
Receipts,2010,Japan,1283.0,JPN
Receipts,2010,Mexico,828.0,MEX
Receipts,2010,Netherlands,1023.0,NLD
Receipts,2010,Norway,317.0,NOR
Receipts,2010,Other European Union countries not elsewhere classified,2848.0,Other European Union countries not elsewhere classified
Receipts,2010,Other countries not elsewhere classified,10675.0,Other countries not elsewhere classified
Receipts,2010,Russian Federation,213.0,RUS
Receipts,2010,Saudi Arabia,333.0,SAU
Receipts,2010,Singapore,588.0,SGP
Receipts,2010,South Korea,1109.0,South Korea
Receipts,2010,Spain,312.0,ESP
Receipts,2010,Switzerland,1378.0,CHE
Receipts,2010,Taiwan,306.0,TWN
Receipts,2010,Total of all countries,81088.0,Total of all countries
Receipts,2010,Turkey,94.0,TUR
Receipts,2010,United Kingdom,4705.0,GBR
Receipts,2010,United States,43835.0,USA
Receipts,2011,Australia,1365.0,AUS
Receipts,2011,Belgium,885.0,BEL
Receipts,2011,Brazil,476.0,BRA
Receipts,2011,China,2547.0,CHN
Receipts,2011,European Union excluding the United Kingdom,10533.0,GBR
Receipts,2011,France,2566.0,FRA
Receipts,2011,Germany,2076.0,DEU
Receipts,2011,Hong Kong,925.0,HKG
Receipts,2011,India,707.0,IND
Receipts,2011,Indonesia,156.0,IDN
Receipts,2011,Italy,437.0,ITA
Receipts,2011,Japan,1379.0,JPN
Receipts,2011,Mexico,901.0,MEX
Receipts,2011,Netherlands,1211.0,NLD
Receipts,2011,Norway,381.0,NOR
Receipts,2011,Other European Union countries not elsewhere classified,3036.0,Other European Union countries not elsewhere classified
Receipts,2011,Other countries not elsewhere classified,10814.0,Other countries not elsewhere classified
Receipts,2011,Russian Federation,236.0,RUS
Receipts,2011,Saudi Arabia,336.0,SAU
Receipts,2011,Singapore,652.0,SGP
Receipts,2011,South Korea,1092.0,South Korea
Receipts,2011,Spain,320.0,ESP
Receipts,2011,Switzerland,1778.0,CHE
Receipts,2011,Taiwan,372.0,TWN
Receipts,2011,Total of all countries,86669.0,Total of all countries
Receipts,2011,Turkey,117.0,TUR
Receipts,2011,United Kingdom,5076.0,GBR
Receipts,2011,United States,46825.0,USA
Receipts,2012,Australia,1554.0,AUS
Receipts,2012,Belgium,769.0,BEL
Receipts,2012,Brazil,610.0,BRA
Receipts,2012,China,3252.0,CHN
Receipts,2012,European Union excluding the United Kingdom,10106.0,GBR
Receipts,2012,France,2456.0,FRA
Receipts,2012,Germany,2034.0,DEU
Receipts,2012,Hong Kong,1157.0,HKG
Receipts,2012,India,905.0,IND
Receipts,2012,Indonesia,192.0,IDN
Receipts,2012,Italy,469.0,ITA
Receipts,2012,Japan,1463.0,JPN
Receipts,2012,Mexico,1101.0,MEX
Receipts,2012,Netherlands,1024.0,NLD
Receipts,2012,Norway,316.0,NOR
Receipts,2012,Other European Union countries not elsewhere classified,3088.0,Other European Union countries not elsewhere classified
Receipts,2012,Other countries not elsewhere classified,11002.0,Other countries not elsewhere classified
Receipts,2012,Russian Federation,350.0,RUS
Receipts,2012,Saudi Arabia,369.0,SAU
Receipts,2012,Singapore,783.0,SGP
Receipts,2012,South Korea,1110.0,South Korea
Receipts,2012,Spain,265.0,ESP
Receipts,2012,Switzerland,1638.0,CHE
Receipts,2012,Taiwan,383.0,TWN
Receipts,2012,Total of all countries,91973.0,Total of all countries
Receipts,2012,Turkey,168.0,TUR
Receipts,2012,United Kingdom,4793.0,GBR
Receipts,2012,United States,50724.0,USA
Receipts,2013,Australia,1505.0,AUS
