Year,Principal_trading_partners,iso,Series,Value
2003,Spain,ESP,"Services, Receipts",134.0
2003,Switzerland,CHE,"G_S, Receipts",1449.0
2003,Switzerland,CHE,"Goods, Receipts",686.0
2003,Switzerland,CHE,"Services, Receipts",763.0
2003,Taiwan,TWN,"G_S, Receipts",1957.0
2003,Taiwan,TWN,"Goods, Receipts",1576.0
2003,Taiwan,TWN,"Services, Receipts",381.0
2003,Total of all countries,Total of all countries,"G_S, Receipts",462576.0
2003,Total of all countries,Total of all countries,"Goods, Receipts",398260.0
2003,Total of all countries,Total of all countries,"Services, Receipts",64316.0
2003,Turkey,TUR,"G_S, Receipts",411.0
2003,Turkey,TUR,"Goods, Receipts",336.0
2003,Turkey,TUR,"Services, Receipts",75.0
2003,United Kingdom,GBR,"G_S, Receipts",11711.0
2003,United Kingdom,GBR,"Goods, Receipts",7654.0
2003,United Kingdom,GBR,"Services, Receipts",4057.0
2003,United States,USA,"G_S, Receipts",366544.0
2003,United States,USA,"Goods, Receipts",328344.0
2003,United States,USA,"Services, Receipts",38200.0
2004,Algeria,DZA,"G_S, Receipts",317.0
2004,Algeria,DZA,"Goods, Receipts",317.0
2004,Algeria,DZA,"Services, Receipts",0.0
2004,Australia,AUS,"G_S, Receipts",2716.0
2004,Australia,AUS,"Goods, Receipts",1829.0
2004,Australia,AUS,"Services, Receipts",887.0
2004,Belgium,BEL,"G_S, Receipts",2995.0
2004,Belgium,BEL,"Goods, Receipts",2671.0
2004,Belgium,BEL,"Services, Receipts",324.0
2004,Brazil,BRA,"G_S, Receipts",1472.0
2004,Brazil,BRA,"Goods, Receipts",1064.0
2004,Brazil,BRA,"Services, Receipts",408.0
2004,China,CHN,"G_S, Receipts",9354.0
2004,China,CHN,"Goods, Receipts",7991.0
2004,China,CHN,"Services, Receipts",1363.0
2004,European Union excluding the United Kingdom,GBR,"G_S, Receipts",24577.0
2004,European Union excluding the United Kingdom,GBR,"Goods, Receipts",17620.0
2004,European Union excluding the United Kingdom,GBR,"Services, Receipts",6957.0
2004,France,FRA,"G_S, Receipts",4506.0
2004,France,FRA,"Goods, Receipts",2881.0
2004,France,FRA,"Services, Receipts",1625.0
2004,Germany,DEU,"G_S, Receipts",4932.0
2004,Germany,DEU,"Goods, Receipts",3083.0
2004,Germany,DEU,"Services, Receipts",1849.0
2004,Hong Kong,HKG,"G_S, Receipts",2585.0
2004,Hong Kong,HKG,"Goods, Receipts",1792.0
2004,Hong Kong,HKG,"Services, Receipts",793.0
2004,India,IND,"G_S, Receipts",1352.0
2004,India,IND,"Goods, Receipts",980.0
2004,India,IND,"Services, Receipts",372.0
2004,Indonesia,IDN,"G_S, Receipts",938.0
2004,Indonesia,IDN,"Goods, Receipts",728.0
2004,Indonesia,IDN,"Services, Receipts",210.0
2004,Iraq,IRQ,"G_S, Receipts",41.0
2004,Iraq,IRQ,"Goods, Receipts",41.0
2004,Iraq,IRQ,"Services, Receipts",0.0
2004,Italy,ITA,"G_S, Receipts",2365.0
2004,Italy,ITA,"Goods, Receipts",1942.0
2004,Italy,ITA,"Services, Receipts",423.0
2004,Japan,JPN,"G_S, Receipts",11521.0
2004,Japan,JPN,"Goods, Receipts",9848.0
2004,Japan,JPN,"Services, Receipts",1673.0
2004,Mexico,MEX,"G_S, Receipts",6491.0
2004,Mexico,MEX,"Goods, Receipts",5721.0
2004,Mexico,MEX,"Services, Receipts",770.0
2004,Netherlands,NLD,"G_S, Receipts",2916.0
2004,Netherlands,NLD,"Goods, Receipts",2287.0
2004,Netherlands,NLD,"Services, Receipts",629.0
2004,Norway,NOR,"G_S, Receipts",1993.0
2004,Norway,NOR,"Goods, Receipts",1829.0
2004,Norway,NOR,"Services, Receipts",164.0
2004,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Receipts",5242.0
2004,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Receipts",3316.0
2004,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Receipts",1926.0
2004,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Receipts",19731.0
2004,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Receipts",11467.0
2004,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Receipts",8264.0
2004,Peru,PER,"G_S, Receipts",198.0
2004,Peru,PER,"Goods, Receipts",198.0
2004,Peru,PER,"Services, Receipts",0.0
2004,Russian Federation,RUS,"G_S, Receipts",758.0
2004,Russian Federation,RUS,"Goods, Receipts",535.0
2004,Russian Federation,RUS,"Services, Receipts",223.0
2004,Saudi Arabia,SAU,"G_S, Receipts",959.0
2004,Saudi Arabia,SAU,"Goods, Receipts",774.0
2004,Saudi Arabia,SAU,"Services, Receipts",185.0
2004,Singapore,SGP,"G_S, Receipts",1284.0
2004,Singapore,SGP,"Goods, Receipts",972.0
2004,Singapore,SGP,"Services, Receipts",312.0
2004,South Korea,South Korea,"G_S, Receipts",3644.0
2004,South Korea,South Korea,"Goods, Receipts",2640.0
2004,South Korea,South Korea,"Services, Receipts",1004.0
2004,Spain,ESP,"G_S, Receipts",1617.0
2004,Spain,ESP,"Goods, Receipts",1437.0
2004,Spain,ESP,"Services, Receipts",180.0
2004,Switzerland,CHE,"G_S, Receipts",1523.0
2004,Switzerland,CHE,"Goods, Receipts",750.0
2004,Switzerland,CHE,"Services, Receipts",773.0
2004,Taiwan,TWN,"G_S, Receipts",1961.0
2004,Taiwan,TWN,"Goods, Receipts",1491.0
2004,Taiwan,TWN,"Services, Receipts",470.0
2004,Total of all countries,Total of all countries,"G_S, Receipts",498591.0
2004,Total of all countries,Total of all countries,"Goods, Receipts",428254.0
2004,Total of all countries,Total of all countries,"Services, Receipts",70337.0
2004,Turkey,TUR,"G_S, Receipts",537.0
2004,Turkey,TUR,"Goods, Receipts",438.0
2004,Turkey,TUR,"Services, Receipts",99.0
2004,United Kingdom,GBR,"G_S, Receipts",13871.0
2004,United Kingdom,GBR,"Goods, Receipts",9313.0
2004,United Kingdom,GBR,"Services, Receipts",4558.0
2004,United States,USA,"G_S, Receipts",390767.0
2004,United States,USA,"Goods, Receipts",349915.0
2004,United States,USA,"Services, Receipts",40852.0
2005,Algeria,DZA,"G_S, Receipts",268.0
2005,Algeria,DZA,"Goods, Receipts",268.0
2005,Algeria,DZA,"Services, Receipts",0.0
2005,Australia,AUS,"G_S, Receipts",2627.0
2005,Australia,AUS,"Goods, Receipts",1843.0
2005,Australia,AUS,"Services, Receipts",784.0
2005,Belgium,BEL,"G_S, Receipts",2907.0
2005,Belgium,BEL,"Goods, Receipts",2590.0
2005,Belgium,BEL,"Services, Receipts",317.0
2005,Brazil,BRA,"G_S, Receipts",1509.0
2005,Brazil,BRA,"Goods, Receipts",1197.0
2005,Brazil,BRA,"Services, Receipts",312.0
2005,China,CHN,"G_S, Receipts",9671.0
2005,China,CHN,"Goods, Receipts",8158.0
2005,China,CHN,"Services, Receipts",1513.0
2005,European Union excluding the United Kingdom,GBR,"G_S, Receipts",26685.0
2005,European Union excluding the United Kingdom,GBR,"Goods, Receipts",18501.0
2005,European Union excluding the United Kingdom,GBR,"Services, Receipts",8184.0
2005,France,FRA,"G_S, Receipts",4743.0
2005,France,FRA,"Goods, Receipts",2868.0
2005,France,FRA,"Services, Receipts",1875.0
2005,Germany,DEU,"G_S, Receipts",5462.0
2005,Germany,DEU,"Goods, Receipts",3565.0
2005,Germany,DEU,"Services, Receipts",1897.0
2005,Hong Kong,HKG,"G_S, Receipts",2737.0
2005,Hong Kong,HKG,"Goods, Receipts",1719.0
2005,Hong Kong,HKG,"Services, Receipts",1018.0
2005,India,IND,"G_S, Receipts",1549.0
2005,India,IND,"Goods, Receipts",1190.0
2005,India,IND,"Services, Receipts",359.0
2005,Indonesia,IDN,"G_S, Receipts",936.0
2005,Indonesia,IDN,"Goods, Receipts",752.0
2005,Indonesia,IDN,"Services, Receipts",184.0
2005,Iraq,IRQ,"G_S, Receipts",91.0
2005,Iraq,IRQ,"Goods, Receipts",91.0
2005,Iraq,IRQ,"Services, Receipts",0.0
2005,Italy,ITA,"G_S, Receipts",2498.0
2005,Italy,ITA,"Goods, Receipts",2072.0
2005,Italy,ITA,"Services, Receipts",426.0
2005,Japan,JPN,"G_S, Receipts",11827.0
2005,Japan,JPN,"Goods, Receipts",10149.0
2005,Japan,JPN,"Services, Receipts",1678.0
2005,Mexico,MEX,"G_S, Receipts",6281.0
2005,Mexico,MEX,"Goods, Receipts",5546.0
2005,Mexico,MEX,"Services, Receipts",735.0
2005,Netherlands,NLD,"G_S, Receipts",3191.0
2005,Netherlands,NLD,"Goods, Receipts",2457.0
2005,Netherlands,NLD,"Services, Receipts",734.0
2005,Norway,NOR,"G_S, Receipts",1924.0
2005,Norway,NOR,"Goods, Receipts",1756.0
2005,Norway,NOR,"Services, Receipts",168.0
2005,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Receipts",6325.0
2005,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Receipts",3591.0
2005,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Receipts",2734.0
2005,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Receipts",20832.0
2005,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Receipts",12533.0
2005,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Receipts",8299.0
2005,Peru,PER,"G_S, Receipts",308.0
2005,Peru,PER,"Goods, Receipts",308.0
2005,Peru,PER,"Services, Receipts",0.0
2005,Russian Federation,RUS,"G_S, Receipts",928.0
2005,Russian Federation,RUS,"Goods, Receipts",679.0
2005,Russian Federation,RUS,"Services, Receipts",249.0
2005,Saudi Arabia,SAU,"G_S, Receipts",774.0
2005,Saudi Arabia,SAU,"Goods, Receipts",615.0
2005,Saudi Arabia,SAU,"Services, Receipts",159.0
2005,Singapore,SGP,"G_S, Receipts",1150.0
2005,Singapore,SGP,"Goods, Receipts",748.0
2005,Singapore,SGP,"Services, Receipts",402.0
2005,South Korea,South Korea,"G_S, Receipts",4101.0
2005,South Korea,South Korea,"Goods, Receipts",3091.0
2005,South Korea,South Korea,"Services, Receipts",1010.0
2005,Spain,ESP,"G_S, Receipts",1559.0
2005,Spain,ESP,"Goods, Receipts",1357.0
2005,Spain,ESP,"Services, Receipts",202.0
2005,Switzerland,CHE,"G_S, Receipts",1951.0
2005,Switzerland,CHE,"Goods, Receipts",1198.0
2005,Switzerland,CHE,"Services, Receipts",753.0
2005,Taiwan,TWN,"G_S, Receipts",1938.0
2005,Taiwan,TWN,"Goods, Receipts",1528.0
2005,Taiwan,TWN,"Services, Receipts",410.0
2005,Total of all countries,Total of all countries,"G_S, Receipts",523944.0
2005,Total of all countries,Total of all countries,"Goods, Receipts",449435.0
2005,Total of all countries,Total of all countries,"Services, Receipts",74509.0
2005,Turkey,TUR,"G_S, Receipts",629.0
2005,Turkey,TUR,"Goods, Receipts",542.0
2005,Turkey,TUR,"Services, Receipts",87.0
2005,United Kingdom,GBR,"G_S, Receipts",14371.0
2005,United Kingdom,GBR,"Goods, Receipts",9305.0
2005,United Kingdom,GBR,"Services, Receipts",5066.0
2005,United States,USA,"G_S, Receipts",410860.0
2005,United States,USA,"Goods, Receipts",367720.0
2005,United States,USA,"Services, Receipts",43140.0
2006,Algeria,DZA,"G_S, Receipts",279.0
2006,Algeria,DZA,"Goods, Receipts",279.0
2006,Algeria,DZA,"Services, Receipts",0.0
2006,Australia,AUS,"G_S, Receipts",2849.0
2006,Australia,AUS,"Goods, Receipts",2021.0
2006,Australia,AUS,"Services, Receipts",828.0
2006,Belgium,BEL,"G_S, Receipts",3162.0
2006,Belgium,BEL,"Goods, Receipts",2693.0
2006,Belgium,BEL,"Services, Receipts",469.0
2006,Brazil,BRA,"G_S, Receipts",1775.0
2006,Brazil,BRA,"Goods, Receipts",1409.0
2006,Brazil,BRA,"Services, Receipts",366.0
2006,China,CHN,"G_S, Receipts",10340.0
2006,China,CHN,"Goods, Receipts",8741.0
2006,China,CHN,"Services, Receipts",1599.0
2006,European Union excluding the United Kingdom,GBR,"G_S, Receipts",29662.0
2006,European Union excluding the United Kingdom,GBR,"Goods, Receipts",20727.0
2006,European Union excluding the United Kingdom,GBR,"Services, Receipts",8935.0
2006,France,FRA,"G_S, Receipts",5248.0
2006,France,FRA,"Goods, Receipts",3179.0
2006,France,FRA,"Services, Receipts",2069.0
2006,Germany,DEU,"G_S, Receipts",6496.0
2006,Germany,DEU,"Goods, Receipts",4306.0
2006,Germany,DEU,"Services, Receipts",2190.0
2006,Hong Kong,HKG,"G_S, Receipts",3091.0
2006,Hong Kong,HKG,"Goods, Receipts",1872.0
2006,Hong Kong,HKG,"Services, Receipts",1219.0
2006,India,IND,"G_S, Receipts",2222.0
2006,India,IND,"Goods, Receipts",1811.0
2006,India,IND,"Services, Receipts",411.0
2006,Indonesia,IDN,"G_S, Receipts",993.0
2006,Indonesia,IDN,"Goods, Receipts",843.0
2006,Indonesia,IDN,"Services, Receipts",150.0
2006,Iraq,IRQ,"G_S, Receipts",158.0
2006,Iraq,IRQ,"Goods, Receipts",158.0
2006,Iraq,IRQ,"Services, Receipts",0.0
2006,Italy,ITA,"G_S, Receipts",2490.0
2006,Italy,ITA,"Goods, Receipts",2037.0
2006,Italy,ITA,"Services, Receipts",453.0
2006,Japan,JPN,"G_S, Receipts",11961.0
2006,Japan,JPN,"Goods, Receipts",10254.0
2006,Japan,JPN,"Services, Receipts",1707.0
2006,Mexico,MEX,"G_S, Receipts",7509.0
2006,Mexico,MEX,"Goods, Receipts",6611.0
2006,Mexico,MEX,"Services, Receipts",898.0
2006,Netherlands,NLD,"G_S, Receipts",4266.0
2006,Netherlands,NLD,"Goods, Receipts",3359.0
2006,Netherlands,NLD,"Services, Receipts",907.0
2006,Norway,NOR,"G_S, Receipts",2415.0
2006,Norway,NOR,"Goods, Receipts",2103.0
2006,Norway,NOR,"Services, Receipts",312.0
2006,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Receipts",6378.0
2006,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Receipts",3825.0
2006,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Receipts",2553.0
2006,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Receipts",23379.0
2006,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Receipts",14222.0
2006,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Receipts",9157.0
2006,Peru,PER,"G_S, Receipts",321.0
2006,Peru,PER,"Goods, Receipts",321.0
2006,Peru,PER,"Services, Receipts",0.0
2006,Russian Federation,RUS,"G_S, Receipts",1323.0
2006,Russian Federation,RUS,"Goods, Receipts",1028.0
2006,Russian Federation,RUS,"Services, Receipts",295.0
2006,Saudi Arabia,SAU,"G_S, Receipts",935.0
2006,Saudi Arabia,SAU,"Goods, Receipts",769.0
2006,Saudi Arabia,SAU,"Services, Receipts",166.0
2006,Singapore,SGP,"G_S, Receipts",1289.0
2006,Singapore,SGP,"Goods, Receipts",850.0
2006,Singapore,SGP,"Services, Receipts",439.0
2006,South Korea,South Korea,"G_S, Receipts",4752.0
2006,South Korea,South Korea,"Goods, Receipts",3601.0
2006,South Korea,South Korea,"Services, Receipts",1151.0
2006,Spain,ESP,"G_S, Receipts",1619.0
2006,Spain,ESP,"Goods, Receipts",1327.0
2006,Spain,ESP,"Services, Receipts",292.0
2006,Switzerland,CHE,"G_S, Receipts",2261.0
2006,Switzerland,CHE,"Goods, Receipts",1188.0
2006,Switzerland,CHE,"Services, Receipts",1073.0
2006,Taiwan,TWN,"G_S, Receipts",1989.0
2006,Taiwan,TWN,"Goods, Receipts",1544.0
2006,Taiwan,TWN,"Services, Receipts",445.0
2006,Total of all countries,Total of all countries,"G_S, Receipts",529827.0
2006,Total of all countries,Total of all countries,"Goods, Receipts",452949.0
2006,Total of all countries,Total of all countries,"Services, Receipts",76878.0
2006,Turkey,TUR,"G_S, Receipts",706.0
2006,Turkey,TUR,"Goods, Receipts",604.0
2006,Turkey,TUR,"Services, Receipts",102.0
2006,United Kingdom,GBR,"G_S, Receipts",16673.0
2006,United Kingdom,GBR,"Goods, Receipts",11204.0
2006,United Kingdom,GBR,"Services, Receipts",5469.0
2006,United States,USA,"G_S, Receipts",402943.0
2006,United States,USA,"Goods, Receipts",360788.0
2006,United States,USA,"Services, Receipts",42155.0
2007,Algeria,DZA,"G_S, Receipts",553.0
2007,Algeria,DZA,"Goods, Receipts",553.0
2007,Algeria,DZA,"Services, Receipts",0.0
2007,Australia,AUS,"G_S, Receipts",2714.0
2007,Australia,AUS,"Goods, Receipts",1903.0
2007,Australia,AUS,"Services, Receipts",811.0
2007,Belgium,BEL,"G_S, Receipts",3660.0
2007,Belgium,BEL,"Goods, Receipts",3306.0
2007,Belgium,BEL,"Services, Receipts",354.0
2007,Brazil,BRA,"G_S, Receipts",2014.0
2007,Brazil,BRA,"Goods, Receipts",1613.0
2007,Brazil,BRA,"Services, Receipts",401.0
2007,China,CHN,"G_S, Receipts",12214.0
2007,China,CHN,"Goods, Receipts",10556.0
2007,China,CHN,"Services, Receipts",1658.0
2007,European Union excluding the United Kingdom,GBR,"G_S, Receipts",32587.0
2007,European Union excluding the United Kingdom,GBR,"Goods, Receipts",24236.0
2007,European Union excluding the United Kingdom,GBR,"Services, Receipts",8351.0
2007,France,FRA,"G_S, Receipts",5418.0
2007,France,FRA,"Goods, Receipts",3453.0
2007,France,FRA,"Services, Receipts",1965.0
2007,Germany,DEU,"G_S, Receipts",6204.0
2007,Germany,DEU,"Goods, Receipts",4215.0
2007,Germany,DEU,"Services, Receipts",1989.0
2007,Hong Kong,HKG,"G_S, Receipts",2611.0
2007,Hong Kong,HKG,"Goods, Receipts",1799.0
2007,Hong Kong,HKG,"Services, Receipts",812.0
2007,India,IND,"G_S, Receipts",2325.0
2007,India,IND,"Goods, Receipts",1967.0
2007,India,IND,"Services, Receipts",358.0
2007,Indonesia,IDN,"G_S, Receipts",1160.0
2007,Indonesia,IDN,"Goods, Receipts",1023.0
2007,Indonesia,IDN,"Services, Receipts",137.0
2007,Iraq,IRQ,"G_S, Receipts",281.0
2007,Iraq,IRQ,"Goods, Receipts",281.0
2007,Iraq,IRQ,"Services, Receipts",0.0
2007,Italy,ITA,"G_S, Receipts",3171.0
2007,Italy,ITA,"Goods, Receipts",2798.0
2007,Italy,ITA,"Services, Receipts",373.0
2007,Japan,JPN,"G_S, Receipts",11454.0
2007,Japan,JPN,"Goods, Receipts",10001.0
2007,Japan,JPN,"Services, Receipts",1453.0
2007,Mexico,MEX,"G_S, Receipts",8410.0
2007,Mexico,MEX,"Goods, Receipts",7447.0
2007,Mexico,MEX,"Services, Receipts",963.0
2007,Netherlands,NLD,"G_S, Receipts",5095.0
2007,Netherlands,NLD,"Goods, Receipts",4414.0
2007,Netherlands,NLD,"Services, Receipts",681.0
2007,Norway,NOR,"G_S, Receipts",4355.0
2007,Norway,NOR,"Goods, Receipts",4092.0
2007,Norway,NOR,"Services, Receipts",263.0
2007,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Receipts",7428.0
2007,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Receipts",4690.0
2007,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Receipts",2738.0
2007,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Receipts",26959.0
2007,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Receipts",16442.0
2007,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Receipts",10517.0
2007,Peru,PER,"G_S, Receipts",367.0
2007,Peru,PER,"Goods, Receipts",367.0
2007,Peru,PER,"Services, Receipts",0.0
2007,Russian Federation,RUS,"G_S, Receipts",1581.0
2007,Russian Federation,RUS,"Goods, Receipts",1337.0
2007,Russian Federation,RUS,"Services, Receipts",244.0
2007,Saudi Arabia,SAU,"G_S, Receipts",1212.0
2007,Saudi Arabia,SAU,"Goods, Receipts",976.0
2007,Saudi Arabia,SAU,"Services, Receipts",236.0
2007,Singapore,SGP,"G_S, Receipts",1528.0
2007,Singapore,SGP,"Goods, Receipts",1048.0
2007,Singapore,SGP,"Services, Receipts",480.0
2007,South Korea,South Korea,"G_S, Receipts",4563.0
2007,South Korea,South Korea,"Goods, Receipts",3330.0
2007,South Korea,South Korea,"Services, Receipts",1233.0
2007,Spain,ESP,"G_S, Receipts",1612.0
2007,Spain,ESP,"Goods, Receipts",1362.0
2007,Spain,ESP,"Services, Receipts",250.0
2007,Switzerland,CHE,"G_S, Receipts",2677.0
2007,Switzerland,CHE,"Goods, Receipts",1605.0
2007,Switzerland,CHE,"Services, Receipts",1072.0
2007,Taiwan,TWN,"G_S, Receipts",2149.0
2007,Taiwan,TWN,"Goods, Receipts",1708.0
2007,Taiwan,TWN,"Services, Receipts",441.0
2007,Total of all countries,Total of all countries,"G_S, Receipts",540029.0
2007,Total of all countries,Total of all countries,"Goods, Receipts",462310.0
2007,Total of all countries,Total of all countries,"Services, Receipts",77719.0
2007,Turkey,TUR,"G_S, Receipts",807.0
2007,Turkey,TUR,"Goods, Receipts",734.0
2007,Turkey,TUR,"Services, Receipts",73.0
2007,United Kingdom,GBR,"G_S, Receipts",18973.0
2007,United Kingdom,GBR,"Goods, Receipts",14091.0
2007,United Kingdom,GBR,"Services, Receipts",4882.0
2007,United States,USA,"G_S, Receipts",398537.0
2007,United States,USA,"Goods, Receipts",355203.0
2007,United States,USA,"Services, Receipts",43334.0
2008,Algeria,DZA,"G_S, Receipts",904.0
2008,Algeria,DZA,"Goods, Receipts",904.0
2008,Algeria,DZA,"Services, Receipts",0.0
2008,Australia,AUS,"G_S, Receipts",3397.0
2008,Australia,AUS,"Goods, Receipts",2266.0
2008,Australia,AUS,"Services, Receipts",1131.0
2008,Belgium,BEL,"G_S, Receipts",4226.0
2008,Belgium,BEL,"Goods, Receipts",3705.0
2008,Belgium,BEL,"Services, Receipts",521.0
2008,Brazil,BRA,"G_S, Receipts",3127.0
2008,Brazil,BRA,"Goods, Receipts",2696.0
2008,Brazil,BRA,"Services, Receipts",431.0
2008,China,CHN,"G_S, Receipts",12948.0
2008,China,CHN,"Goods, Receipts",11288.0
2008,China,CHN,"Services, Receipts",1660.0
2008,European Union excluding the United Kingdom,GBR,"G_S, Receipts",34989.0
2008,European Union excluding the United Kingdom,GBR,"Goods, Receipts",25098.0
2008,European Union excluding the United Kingdom,GBR,"Services, Receipts",9891.0
2008,France,FRA,"G_S, Receipts",5728.0
2008,France,FRA,"Goods, Receipts",3516.0
2008,France,FRA,"Services, Receipts",2212.0
2008,Germany,DEU,"G_S, Receipts",7025.0
2008,Germany,DEU,"Goods, Receipts",4795.0
2008,Germany,DEU,"Services, Receipts",2230.0
2008,Hong Kong,HKG,"G_S, Receipts",3013.0
2008,Hong Kong,HKG,"Goods, Receipts",1986.0
2008,Hong Kong,HKG,"Services, Receipts",1027.0
2008,India,IND,"G_S, Receipts",2980.0
2008,India,IND,"Goods, Receipts",2553.0
2008,India,IND,"Services, Receipts",427.0
2008,Indonesia,IDN,"G_S, Receipts",1646.0
2008,Indonesia,IDN,"Goods, Receipts",1489.0
2008,Indonesia,IDN,"Services, Receipts",157.0
2008,Iraq,IRQ,"G_S, Receipts",195.0
2008,Iraq,IRQ,"Goods, Receipts",195.0
2008,Iraq,IRQ,"Services, Receipts",0.0
2008,Italy,ITA,"G_S, Receipts",2866.0
2008,Italy,ITA,"Goods, Receipts",2447.0
2008,Italy,ITA,"Services, Receipts",419.0
2008,Japan,JPN,"G_S, Receipts",13228.0
2008,Japan,JPN,"Goods, Receipts",11761.0
2008,Japan,JPN,"Services, Receipts",1467.0
2008,Mexico,MEX,"G_S, Receipts",9001.0
2008,Mexico,MEX,"Goods, Receipts",7977.0
2008,Mexico,MEX,"Services, Receipts",1024.0
2008,Netherlands,NLD,"G_S, Receipts",4927.0
2008,Netherlands,NLD,"Goods, Receipts",3978.0
2008,Netherlands,NLD,"Services, Receipts",949.0
2008,Norway,NOR,"G_S, Receipts",3277.0
2008,Norway,NOR,"Goods, Receipts",3049.0
2008,Norway,NOR,"Services, Receipts",228.0
2008,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"G_S, Receipts",8743.0
2008,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Goods, Receipts",5448.0
2008,Other European Union countries not elsewhere classified,Other European Union countries not elsewhere classified,"Services, Receipts",3295.0
2008,Other countries not elsewhere classified,Other countries not elsewhere classified,"G_S, Receipts",30204.0
2008,Other countries not elsewhere classified,Other countries not elsewhere classified,"Goods, Receipts",20514.0
2008,Other countries not elsewhere classified,Other countries not elsewhere classified,"Services, Receipts",9690.0
2008,Peru,PER,"G_S, Receipts",407.0
2008,Peru,PER,"Goods, Receipts",407.0
2008,Peru,PER,"Services, Receipts",0.0
2008,Russian Federation,RUS,"G_S, Receipts",1978.0
2008,Russian Federation,RUS,"Goods, Receipts",1701.0
2008,Russian Federation,RUS,"Services, Receipts",277.0
2008,Saudi Arabia,SAU,"G_S, Receipts",1465.0
2008,Saudi Arabia,SAU,"Goods, Receipts",1306.0
2008,Saudi Arabia,SAU,"Services, Receipts",159.0
2008,Singapore,SGP,"G_S, Receipts",1298.0
2008,Singapore,SGP,"Goods, Receipts",925.0
2008,Singapore,SGP,"Services, Receipts",373.0
2008,South Korea,South Korea,"G_S, Receipts",5300.0
2008,South Korea,South Korea,"Goods, Receipts",4126.0
2008,South Korea,South Korea,"Services, Receipts",1174.0
2008,Spain,ESP,"G_S, Receipts",1478.0
2008,Spain,ESP,"Goods, Receipts",1210.0
2008,Spain,ESP,"Services, Receipts",268.0
2008,Switzerland,CHE,"G_S, Receipts",2562.0
2008,Switzerland,CHE,"Goods, Receipts",1389.0
2008,Switzerland,CHE,"Services, Receipts",1173.0
2008,Taiwan,TWN,"G_S, Receipts",2087.0
2008,Taiwan,TWN,"Goods, Receipts",1668.0
2008,Taiwan,TWN,"Services, Receipts",419.0
2008,Total of all countries,Total of all countries,"G_S, Receipts",569942.0
2008,Total of all countries,Total of all countries,"Goods, Receipts",488185.0
2008,Total of all countries,Total of all countries,"Services, Receipts",81757.0
2008,Turkey,TUR,"G_S, Receipts",1394.0
2008,Turkey,TUR,"Goods, Receipts",1322.0
2008,Turkey,TUR,"Services, Receipts",72.0
2008,United Kingdom,GBR,"G_S, Receipts",19074.0
2008,United Kingdom,GBR,"Goods, Receipts",13974.0
2008,United Kingdom,GBR,"Services, Receipts",5100.0
2008,United States,USA,"G_S, Receipts",415470.0
2008,United States,USA,"Goods, Receipts",369594.0
2008,United States,USA,"Services, Receipts",45876.0
2009,Algeria,DZA,"G_S, Receipts",367.0
2009,Algeria,DZA,"Goods, Receipts",367.0
2009,Algeria,DZA,"Services, Receipts",0.0
2009,Australia,AUS,"G_S, Receipts",3018.0
2009,Australia,AUS,"Goods, Receipts",1834.0
2009,Australia,AUS,"Services, Receipts",1184.0
2009,Belgium,BEL,"G_S, Receipts",2644.0
2009,Belgium,BEL,"Goods, Receipts",2037.0
2009,Belgium,BEL,"Services, Receipts",607.0
2009,Brazil,BRA,"G_S, Receipts",2201.0
2009,Brazil,BRA,"Goods, Receipts",1698.0
2009,Brazil,BRA,"Services, Receipts",503.0
2009,China,CHN,"G_S, Receipts",13588.0
2009,China,CHN,"Goods, Receipts",11783.0
2009,China,CHN,"Services, Receipts",1805.0
2009,European Union excluding the United Kingdom,GBR,"G_S, Receipts",28736.0
2009,European Union excluding the United Kingdom,GBR,"Goods, Receipts",18786.0
